framework	build_time_success	build_time_ms	output_size_mb	total_size	total_gzipped	file_count	js_percentage	compression_ratio	startup_time_ms	hmr_avg_time_ms	fcp	lcp	speed_index	cls	tbt	performance	accessibility	best_practices	seo	memory_delta	peak_cpu	average_cpu	heap_delta	memory	cpu	mem_efficiency	files_count	physical_lines	logical_lines	cyclomatic_complexity	maintainability_index	halstead_volume
alpine	True	0	0	16446	5162	3	93.34	3.19	0	0	1481.54	1907.96	1481.54	0.0002	27.2	99	100	100	90	18.75	64.8	21.6	0	1414.99	0	-0.007	3	444	299	68	83.56	13776.09
angular	True	6482	2.32	158642	51430	1	100	3.08	5489	104	1970.26	2322.19	1970.26	0.0001	8.4	97	100	100	90	30	84.6	28.2	0	1390.91	0	-0.001	13	764	424	88	631.62	27036.12
astro	True	1427	2.17	11475	3814	1	100	3.01	2310	109	1218.3	1509.9	1218.3	0.0002	0	100	100	100	90	18.23	69.8	12.47	0	1421.49	0	0	4	546	372	73	159.38	18153.98
geajs	True	991	2.19	32881	9964	1	98.43	3.3	1020	105	1543.78	1700.07	1543.78	0.0001	2.4	99	100	100	90	16.14	69.8	23.27	0	1400.67	0	-0.011	13	713	452	91	678.96	24340.98
jquery	True	1164	2.26	100009	34722	1	99.5	2.88	1036	107	1835.75	2026.43	1835.75	0.1459	0	92	100	99.2	90	19.04	69.7	8.86	0	1391.77	0	-0.005	3	481	287	45	87.4	18604.14
lit	True	748	2.21	59808	15719	1	98.81	3.8	1024	105	1547.99	1853.09	1547.99	0.055	1	99	96	100	90	16.18	64.8	23.27	0	1451.79	0	0	8	1300	955	84	247.45	45970.31
lume-js	True	0	0	16495	5574	4	95.37	2.96	0	0	1184.4	1715.06	1184.4	0.0001	0	100	100	100	100	16.73	64.8	21.6	0	1404.28	0	-0.002	4	321	234	67	154.88	17543.75
octane	True	2082	2.3	148231	46596	1	100	3.18	1021	105	2001.37	2268.26	2001.37	0.0002	0.4	97	100	100	90	17.78	69.8	23.27	0	1386.24	0	-0.005	12	741	421	89	579.82	24098.68
preact	True	768	2.18	27622	10088	1	100	2.74	1023	105	1363.44	1673.76	1363.44	0.0001	0	99.4	100	100	90	16.07	59.8	19.93	0	1381.22	0	-0.004	12	776	461	101	585.8	25344.18
qwik	True	1231	2.25	91158	34628	13	100	2.63	1032	107	1440.31	2163.2	1440.31	0.8073	0	78.8	96	100	90	18.82	49.8	16.6	0	1449.97	0	-0.002	16	754	415	83	861.8	26425.59
react	True	1268	2.31	158538	50256	1	100	3.15	1024	105	1942.45	2247.28	1942.45	0.0002	40.8	96.4	100	100	90	17.7	69.7	23.23	0	1379.57	0	-0.005	13	762	438	90	634.69	24213.69
solid	True	1166	2.18	26458	9243	1	100	2.86	1023	105	1389.18	1542.18	1389.18	0.0001	0	99.8	100	100	90	18.96	59.8	19.93	0	1376.41	0	0	12	786	458	98	581.44	26202.05
svelte	True	3015	2.27	117670	38610	11	68.6	3.05	1724	119	1668.49	2086.67	1668.49	0	0	98.2	100	96	90	17.55	64.7	21.57	0	1370.08	0	0	12	797	405	101	690.76	16137.4
vanilla	True	0	0	20806	5480	3	100	3.8	0	0	1236.7	1535.6	1236.7	0.1461	0	94	100	96	90	16.34	39.8	13.27	0	1400.56	0	-0.007	3	560	426	74	71.69	20768.9
vanjs	True	678	2.17	17211	5999	1	96.97	2.87	1025	104	1210.47	1392.7	1210.47	0.0001	0	100	100	100	90	16.64	59.7	19.9	0	1395.88	0	0.004	3	743	388	76	74.17	22895.14
vue	True	1356	2.23	76585	29349	1	100	2.61	1023	105	1662.09	1860.73	1662.09	0.0001	0	99	100	100	90	18.2	54.8	9.97	0	1386.95	0	-0.002	11	677	217	57	686.46	10853.47
