framework	build_time_success	build_time_ms	output_size_mb	total_size	total_gzipped	file_count	js_percentage	compression_ratio	startup_time_ms	hmr_avg_time_ms	fcp	lcp	speed_index	cls	tbt	performance	accessibility	best_practices	seo	memory_delta	peak_cpu	average_cpu	heap_delta	memory	cpu	mem_efficiency	files_count	physical_lines	logical_lines	cyclomatic_complexity	maintainability_index	halstead_volume
alpine	True	0	0	16446	5162	3	93.34	3.19	0	0	1758.67	2014.14	1758.67	0.0002	33.4	98.2	100	100	90	17.7	109.6	36.53	0	1076.96	0	-0.017	3	444	299	68	83.56	13776.09
angular	True	6894	2.36	193581	61947	3	90.45	3.12	5704	104	1761.08	2197.53	1761.08	0.0001	10.6	97.8	100	100	90	17.4	54.8	18.27	0	1076.91	0	-0.006	13	859	484	89	616.31	29894.72
jquery	True	1190	2.26	100009	34722	1	99.5	2.88	1593	119	1828.12	2029.18	1828.12	0.1459	0	92	100	99.2	90	15.91	99.6	33.2	0	1076.41	0	-0.016	3	481	287	45	87.4	18604.14
lit	True	776	2.21	59808	15719	1	98.81	3.8	1589	119	1548.69	1854.64	1548.69	0.055	6.2	99	96	100	90	17.64	94.6	31.53	0	1078.16	0	-0.003	8	1300	955	84	247.45	45970.31
lume-js	True	0	0	16495	5574	4	95.37	2.96	0	0	0	0	0	0	0	0	0	0	0	21.39	119.6	46.44	0	1081.19	44.8	-0.003	4	321	234	67	154.88	17543.75
preact	True	769	2.18	27622	10088	1	100	2.74	1024	105	1362.13	1668.19	1362.13	0.0001	0	99.6	100	100	90	17.68	64.7	21.57	0	1080.27	0	-0.006	12	776	461	101	585.8	25344.18
qwik	True	1263	2.25	91158	34628	13	100	2.63	1582	119	1433.22	2127.58	1433.22	0.4038	0	88.6	96	100	90	17.76	109.2	36.4	0	1074.75	0	-0.006	16	754	415	83	861.8	26425.59
react	True	1348	2.31	158538	50256	1	100	3.15	1024	106	1917.86	2222.99	1917.86	0.0002	0.7	97.4	100	100	90	17.64	64.7	21.57	0	1066.67	0	-0.01	13	762	438	90	634.69	24213.69
solid	True	1127	2.18	26458	9243	1	100	2.86	1571	118	1394.35	1549.93	1394.35	0.0001	0	99.2	100	100	90	17.71	59.7	19.9	0	1064.98	0	-0.006	12	786	458	98	581.44	26202.05
svelte	True	3006	2.27	117670	38612	11	68.6	3.05	1027	104	1672.8	2119.54	1672.8	0	0	98	100	96	90	15.04	54.8	18.27	0	1046.98	0	-0.003	12	797	405	101	690.76	16137.4
vanilla	True	0	0	20806	5480	3	100	3.8	0	0	1275.09	1551.52	1275.09	0.146	0	94	100	96	90	17.29	74.7	24.9	0	1059.3	0	-0.012	3	560	426	74	71.69	20768.9
vanjs	True	666	2.17	17211	5999	1	96.97	2.87	1024	104	1214.04	1399.66	1214.04	0.0001	0	100	100	100	90	17.55	79.5	26.5	0	1058.61	0	0.003	3	743	388	76	74.17	22895.14
vue	True	1364	2.23	76585	29349	1	100	2.61	1582	118	1637.66	1863.49	1637.66	0.0001	0	99	100	100	90	16.2	84.7	28.23	0	1068.02	0	-0.007	11	677	217	57	686.46	10853.47
