framework	build_time_success	build_time_ms	output_size_mb	total_size	total_gzipped	file_count	js_percentage	compression_ratio	startup_time_ms	hmr_avg_time_ms	fcp	lcp	speed_index	cls	tbt	performance	accessibility	best_practices	seo	memory_delta	peak_cpu	average_cpu	heap_delta	memory	cpu	mem_efficiency	files_count	physical_lines	logical_lines	cyclomatic_complexity	maintainability_index	halstead_volume
alpine	True	0	0	16446	5162	3	93.34	3.19	0	0	1757.28	2013.89	1757.28	0.0001	8	98.2	100	100	90	15.4	44.9	14.97	0	1097.67	0	-0.014	3	444	299	68	83.56	13776.09
angular	True	4859	2.36	193581	61947	3	90.45	3.12	4258	104	1759.61	2243.05	1759.61	0.0001	0	97.4	100	100	90	13.19	34.9	6.65	0	1080.71	0	-0.006	13	859	484	89	616.31	29894.72
jquery	True	906	2.26	100009	34722	1	99.5	2.88	1429	114	1825.88	2007.91	1825.88	0.1459	0	92	100	99.2	90	13.18	54.8	18.27	0	1083.05	0	-0.015	3	481	287	45	87.4	18604.14
lit	True	566	2.21	59808	15719	1	98.81	3.8	1435	115	1537.49	1841.74	1537.49	0.055	0	99	96	100	90	15.68	34.9	11.63	0	1100.12	0	-0.002	8	1300	955	84	247.45	45970.31
lume-js	True	0	0	16495	5574	4	95.37	2.96	0	0	0	0	0	0	0	0	0	0	0	20.61	174.4	43.61	0	1076.07	34.8	-0.003	4	321	234	67	154.88	17543.75
preact	True	576	2.18	27622	10088	1	100	2.74	1018	104	1357.57	1632.96	1357.57	0.0001	0	99.8	100	100	90	14.95	44.8	14.93	0	1085.46	0	-0.007	12	776	461	101	585.8	25344.18
qwik	True	937	2.25	91158	34628	13	100	2.63	1391	114	1430.8	2118.94	1430.8	1.0089	0	74	96	100	90	15.2	35	11.67	0	1087.07	0	-0.008	16	754	415	83	861.8	26425.59
react	True	973	2.31	158538	50256	1	100	3.15	1018	104	1957.05	2260.57	1957.05	0.0002	0	97	100	100	90	19.67	54.7	18.23	0	1083.83	0	-0.009	13	762	438	90	634.69	24213.69
solid	True	861	2.18	26458	9243	1	100	2.86	1395	115	1382.99	1537.69	1382.99	0	0	99.8	100	100	90	13.52	29.9	9.97	0	1088.47	0	-0.009	12	786	458	98	581.44	26202.05
svelte	True	2264	2.27	117668	38610	11	68.6	3.05	1018	104	1664.24	2114.62	1664.24	0	0	98	100	96	90	16.07	10	3.33	0	1075.86	0	-0.002	12	797	405	101	690.76	16137.4
vanilla	True	0	0	20806	5480	3	100	3.8	0	0	1237.1	1531	1237.1	0.146	0	94	100	96	90	13.95	34.9	11.63	0	1090.18	0	-0.012	3	560	426	74	71.69	20768.9
vanjs	True	495	2.17	17211	5999	1	96.97	2.87	1018	103	1206.24	1381.57	1206.24	0.0001	0	100	100	100	90	13.23	34.9	11.63	0	1083.3	0	0	3	743	388	76	74.17	22895.14
vue	True	1001	2.23	76585	29349	1	100	2.61	1439	114	1657.8	1844.91	1657.8	0.0001	0	99	100	100	90	17.14	29.9	9.97	0	1082.35	0	-0.006	11	677	217	57	686.46	10853.47
