framework	build_time_success	build_time_ms	output_size_mb	total_size	total_gzipped	file_count	js_percentage	compression_ratio	startup_time_ms	hmr_avg_time_ms	fcp	lcp	speed_index	cls	tbt	performance	accessibility	best_practices	seo	memory_delta	peak_cpu	average_cpu	heap_delta	memory	cpu	mem_efficiency	files_count	physical_lines	logical_lines	cyclomatic_complexity	maintainability_index	halstead_volume
alpine	True	0	0	16446	5162	3	93.34	3.19	0	0	1863.78	2018.1	1863.78	0.0001	25.6	98	100	100	90	17.57	99.6	33.2	0	1406.38	0	-0.014	3	444	299	68	83.56	13776.09
angular	True	6139	2.32	158642	51430	1	100	3.08	5291	104	1960.63	2318.95	1960.63	0.0001	6.6	97	100	100	90	26.7	99.6	17.43	0	1381.17	0	-0.004	13	764	424	88	631.62	27036.12
astro	True	1329	2.17	11475	3814	1	100	3.01	2285	109	1209.54	1509.54	1209.54	0.0001	0	100	100	100	90	16.82	134.5	23.25	0	1370.68	0	-0.008	4	546	372	73	159.38	18153.98
geajs	True	934	2.19	32881	9964	1	98.43	3.3	1020	105	1541.55	1696.83	1541.55	0.0001	3.2	99	100	100	90	18.67	79.2	14.03	0	1441.39	0	-0.004	13	713	452	91	678.96	24340.98
jquery	True	1095	2.26	100009	34722	1	99.5	2.88	1032	107	1820.99	2016.98	1820.99	0.1459	0	92	100	99.2	90	18.41	124.4	41.47	0	1390.89	0	-0.009	3	481	287	45	87.4	18604.14
lit	True	707	2.21	59808	15719	1	98.81	3.8	1022	105	1550.91	1857.67	1550.91	0.055	2.6	99	96	100	90	19.34	134.1	23.18	0	1376.86	0	0	8	1300	955	84	247.45	45970.31
lume-js	True	0	0	16495	5574	4	95.37	2.96	0	0	1215.55	1728.12	1215.55	0.0002	0	99.8	100	100	100	18.55	104.6	34.87	0	1393.54	0	-0.004	4	321	234	67	154.88	17543.75
octane	True	1982	2.3	148231	46596	1	100	3.18	1021	105	2001.31	2265.47	2001.31	0.0002	0	97	100	100	90	16.75	94.6	31.53	0	1392.31	0	-0.009	12	741	421	89	579.82	24098.68
preact	True	701	2.18	27622	10088	1	100	2.74	1023	105	1361.3	1668.75	1361.3	0.0001	0	99.8	100	100	90	16.97	124.4	41.47	0	1369.86	0	-0.004	12	776	461	101	585.8	25344.18
qwik	True	1178	2.25	91158	34628	13	100	2.63	1030	107	1433.96	2128.5	1433.96	0.604	0	83.8	96	100	90	18.52	119.5	39.83	0	1393.98	0	-0.006	16	754	415	83	861.8	26425.59
react	True	1223	2.31	158538	50256	1	100	3.15	1022	105	1942.67	2247.6	1942.67	0.0002	56	96	100	100	90	19.52	109.6	36.53	0	1375.94	0	-0.007	13	762	438	90	634.69	24213.69
solid	True	1054	2.18	26458	9243	1	100	2.86	1022	105	1301.63	1546.34	1301.63	0.0001	0	99.6	100	100	90	18.66	79.6	26.53	0	1391.84	0	-0.003	12	786	458	98	581.44	26202.05
svelte	True	2766	2.27	117668	38613	11	68.6	3.05	1663	121	1672.4	2092.91	1672.4	0	0	98	100	96	90	18.61	89.6	29.87	0	1365.07	0	-0.002	12	797	405	101	690.76	16137.4
vanilla	True	0	0	20806	5480	3	100	3.8	0	0	1250.52	1558.63	1250.52	0.146	0	94	100	96	90	18.71	129.5	43.17	0	1391.07	0	-0.008	3	560	426	74	71.69	20768.9
vanjs	True	621	2.17	17211	5999	1	96.97	2.87	1023	105	1213.79	1399.89	1213.79	0.0001	0	100	100	100	90	18.26	99.5	33.17	0	1367.13	0	0.001	3	743	388	76	74.17	22895.14
vue	True	1268	2.23	76585	29349	1	100	2.61	1022	105	1656.48	1852.92	1656.48	0.0001	0	99	100	100	90	15.55	20	6.67	0	1398.94	0	-0.005	11	677	217	57	686.46	10853.47
