framework	build_time_success	build_time_ms	output_size_mb	total_size	total_gzipped	file_count	js_percentage	compression_ratio	startup_time_ms	hmr_avg_time_ms	fcp	lcp	speed_index	cls	tbt	performance	accessibility	best_practices	seo	memory_delta	peak_cpu	average_cpu	heap_delta	memory	cpu	mem_efficiency	files_count	physical_lines	logical_lines	cyclomatic_complexity	maintainability_index	halstead_volume
alpine	True	0	0	16446	5162	3	93.34	3.19	0	0	1881.79	2039.93	1881.79	0.0002	42.2	98	100	100	90	12.64	109.3	36.43	0	1091.98	0	-0.015	3	444	299	68	83.56	13776.09
angular	True	7519	2.36	193581	61947	3	90.45	3.12	6548	107	1774.53	2305.04	1774.53	0.0001	18.2	97	100	100	90	14.2	129.3	43.1	0	1078.57	0	-0.016	13	859	484	89	616.31	29894.72
jquery	True	1392	2.26	100009	34722	1	99.5	2.88	1742	126	1768.48	1972.02	1768.48	0.1459	2.3	92.8	100	99.2	90	17.57	134.4	44.8	0	1077.42	0	-0.012	3	481	287	45	87.4	18604.14
lit	True	841	2.21	59808	15719	1	98.81	3.8	1678	123	1569.81	1840.85	1569.81	0.055	10	99	96	100	90	14.52	124.3	41.43	0	1063.41	0	-0.001	8	1300	955	84	247.45	45970.31
lume-js	True	0	0	16495	5574	4	95.37	2.96	0	0	0	0	0	0	0	0	0	0	0	24.67	188.6	56.71	0	1062.57	49.8	-0.003	4	321	234	67	154.88	17543.75
preact	True	839	2.18	27622	10088	1	100	2.74	1030	106	1361.76	1637.65	1361.76	0.0001	0	99.6	100	100	90	22.19	109.4	36.47	0	1067.01	0	-0.007	12	776	461	101	585.8	25344.18
qwik	True	1494	2.25	91158	34628	13	100	2.63	1655	124	1435.14	2133.06	1435.14	1.0091	0	74	96	100	90	13.24	99.4	33.13	0	1086.03	0	-0.005	16	754	415	83	861.8	26425.59
react	True	1521	2.31	158538	50256	1	100	3.15	1027	107	1896.42	2201.03	1896.42	0.0001	14.56	97.4	100	100	90	13.78	129.3	43.1	0	1079.01	0	-0.006	13	762	438	90	634.69	24213.69
solid	True	1321	2.18	26458	9243	1	100	2.86	1701	123	1336.3	1581.36	1336.3	0.0001	0.6	99.6	100	100	90	13.75	99.5	33.17	0	1067.45	0	-0.006	12	786	458	98	581.44	26202.05
svelte	True	3450	2.27	117668	38611	11	68.6	3.05	1034	106	1704.29	2040.63	1704.29	0	0	98	100	96	90	12.66	124.4	43.13	0	1050.34	0	-0.005	12	797	405	101	690.76	16137.4
vanilla	True	0	0	20806	5480	3	100	3.8	0	0	1347.98	1553.11	1347.98	0.1461	0	94	100	96	90	13.57	119.2	20.7	0	1074.85	0	-0.013	3	560	426	74	71.69	20768.9
vanjs	True	735	2.17	17211	5999	1	96.97	2.87	1031	106	1214.99	1405.29	1214.99	0.0001	0	100	100	100	90	16.71	139.2	24.03	0	1069.02	0	0	3	743	388	76	74.17	22895.14
vue	True	1619	2.23	76585	29349	1	100	2.61	1647	124	1619.33	1886.2	1619.33	0.0001	0.8	99	100	100	90	12.49	124.4	41.47	0	1064.33	0	-0.009	11	677	217	57	686.46	10853.47
