framework	build_time_success	build_time_ms	output_size_mb	total_size	total_gzipped	file_count	js_percentage	compression_ratio	startup_time_ms	hmr_avg_time_ms	fcp	lcp	speed_index	cls	tbt	performance	accessibility	best_practices	seo	memory_delta	peak_cpu	average_cpu	heap_delta	memory	cpu	mem_efficiency	files_count	physical_lines	logical_lines	cyclomatic_complexity	maintainability_index	halstead_volume
alpine	True	0	0	16446	5162	3	93.34	3.19	0	0	1364.99	1875.99	1364.99	0.0002	0.7	99.2	100	100	90	16.84	84.9	31.63	0	1103.47	0	-0.015	3	444	299	68	83.56	13776.09
angular	True	4121	2.36	186649	58506	1	90.1	3.19	3644	103	1652.6	2111.9	1652.6	0.0001	0	98.2	100	100	90	25.75	35	11.67	0	1096.16	0	-0.006	13	764	410	78	634.94	26701.75
astro	True	862	2.17	11475	3814	1	100	3.01	1666	108	1205.43	1505.43	1205.43	0	0	100	100	100	90	28.87	20	11.67	0	1088.89	0	-0.005	4	546	372	73	159.38	18153.98
geajs	True	608	2.19	32881	9964	1	98.43	3.3	1013	105	1533.28	1687.82	1533.28	0.0001	0	99	100	100	90	29.21	25	8.33	0	1094.62	0	-0.008	13	713	452	91	678.96	24340.98
jquery	True	724	2.26	100009	34722	1	99.5	2.88	1023	105	1834.13	2001.6	1834.13	0.1459	0	92	100	99.2	90	13.25	30	10	0	1083.47	0	-0.015	3	481	287	45	87.4	18604.14
lit	True	530	2.21	59808	15719	1	98.81	3.8	1017	104	1534.91	1838.27	1534.91	0.055	0	99	96	100	90	21.07	15	3.33	0	1082.17	0	-0.003	8	1300	955	84	247.45	45970.31
lume-js	True	0	0	16495	5574	4	95.37	2.96	0	0	0	0	0	0	0	0	0	0	0	22.9	59.8	28.67	0	1077.34	24.9	-0.004	4	321	234	67	154.88	17543.75
preact	True	463	2.18	27622	10088	1	100	2.74	1016	104	1355.1	1597.64	1355.1	0.0001	0	100	100	100	90	25.34	25	7.5	0	1100.68	0	-0.006	12	776	461	101	585.8	25344.18
qwik	True	775	2.25	91158	34628	13	100	2.63	1023	105	1415.33	2117.43	1415.33	0.4037	0	89	96	100	90	13.78	25	8.33	0	1089.2	0	-0.007	16	754	415	83	861.8	26425.59
react	True	795	2.31	158538	50256	1	100	3.15	1016	105	1957.46	2261.19	1957.46	0.0001	0	97	100	100	90	14.23	15	5	0	1077.72	0	-0.006	13	762	438	90	634.69	24213.69
solid	True	706	2.18	26458	9243	1	100	2.86	1017	105	1381.64	1536.06	1381.64	0.0001	0	100	100	100	90	14.04	5	1.67	0	1078.75	0	-0.009	12	786	458	98	581.44	26202.05
svelte	True	1892	2.27	117670	38613	11	68.6	3.05	1307	115	1663.12	2051.8	1663.12	0	0	98.4	100	96	90	14.23	15	5	0	1076.82	0	-0.003	12	797	405	101	690.76	16137.4
vanilla	True	0	0	20806	5480	3	100	3.8	0	0	1226.79	1490.12	1310.75	0.1168	190.86	91	100	96	90	15.16	25	8.33	0	1091.14	0	-0.015	3	560	426	74	71.69	20768.9
vanjs	True	462	2.17	17211	5999	1	96.97	2.87	1017	105	1209.74	1386.01	1209.74	0.0001	0	100	100	100	90	14.32	24.9	8.3	0	1080.91	0	0.001	3	743	388	76	74.17	22895.14
vue	True	831	2.23	76585	29349	1	100	2.61	1016	104	1626.14	1840.02	1626.14	0.0001	0	99	100	100	90	21.85	49.9	16.63	0	1106.67	0	-0.005	11	677	217	57	686.46	10853.47
