framework	build_time_success	build_time_ms	output_size_mb	total_size	total_gzipped	file_count	js_percentage	compression_ratio	startup_time_ms	hmr_avg_time_ms	fcp	lcp	speed_index	cls	tbt	performance	accessibility	best_practices	seo	memory_delta	peak_cpu	average_cpu	heap_delta	memory	cpu	mem_efficiency	files_count	physical_lines	logical_lines	cyclomatic_complexity	maintainability_index	halstead_volume
alpine	True	0	0	16446	5162	3	93.34	3.19	0	0	1868.69	2027.3	1868.69	0.0001	28.8	98	100	100	90	15.36	74.7	24.9	0	1387.41	0	-0.011	3	444	299	68	83.56	13776.09
angular	True	6546	2.32	158642	51430	1	100	3.08	5524	104	1957.64	2315.45	1957.64	0.0001	5.6	97	100	100	90	23.2	64.8	21.6	0	1380	0	-0.003	13	764	424	88	631.62	27036.12
astro	True	1408	2.17	11475	3814	1	100	3.01	2287	110	1180.2	1510.2	1180.2	0.0001	0	100	100	100	90	14.05	44.8	8.3	0	1379.16	0	-0.004	4	546	372	73	159.38	18153.98
geajs	True	950	2.19	32881	9964	1	98.43	3.3	1021	105	1543.33	1698.9	1543.33	0.0001	3	99	100	100	90	18.6	109.5	36.5	0	1399.63	0	-0.013	13	713	452	91	678.96	24340.98
jquery	True	1164	2.26	100009	34722	1	99.5	2.88	1032	107	1836.69	2018.73	1836.69	0.1459	0	92	100	99.2	90	16.46	109.6	13.29	0	1383.43	0	-0.009	3	481	287	45	87.4	18604.14
lit	True	738	2.21	59808	15719	1	98.81	3.8	1023	104	1547.95	1853.83	1547.95	0.055	4.8	99	96	100	90	17.02	94.2	31.4	0	1387.96	0	-0.002	8	1300	955	84	247.45	45970.31
lume-js	True	0	0	16495	5574	4	95.37	2.96	0	0	1184.86	1702.62	1184.86	0.0001	0	100	100	100	100	18.54	94.5	31.5	0	1372.71	0	-0.003	4	321	234	67	154.88	17543.75
octane	True	2048	2.3	148231	46596	1	100	3.18	1021	105	1968.01	2262.61	1968.01	0.0002	0	97	100	100	90	18.07	74.7	24.9	0	1414.39	0	-0.007	12	741	421	89	579.82	24098.68
preact	True	746	2.18	27622	10088	1	100	2.74	1022	105	1359.95	1667.02	1359.95	0.0001	0	99.8	100	100	90	18.2	109.4	36.47	0	1373.89	0	-0.003	12	776	461	101	585.8	25344.18
qwik	True	1256	2.25	91158	34628	13	100	2.63	1031	107	1432.28	2124.99	1432.28	0.8073	0	79	96	100	90	14.74	39.8	13.27	0	1450.11	0	-0.004	16	754	415	83	861.8	26425.59
react	True	1281	2.31	158538	50256	1	100	3.15	1023	105	1957	2270.4	1957	0.0002	92.5	94.6	100	100	90	18.14	64.7	21.57	0	1390.96	0	-0.005	13	762	438	90	634.69	24213.69
solid	True	1105	2.18	26458	9243	1	100	2.86	1023	105	1391.45	1546.47	1391.45	0.0001	0	99.4	100	100	90	16.93	54.8	9.97	0	1422.96	0	-0.002	12	786	458	98	581.44	26202.05
svelte	True	2886	2.27	117668	38609	11	68.6	3.05	1718	121	1665.14	2084.55	1665.14	0	0	98.2	100	96	90	18.92	79.7	26.57	0	1367.97	0	-0.003	12	797	405	101	690.76	16137.4
vanilla	True	0	0	20806	5480	3	100	3.8	0	0	1249.24	1551.72	1249.24	0.146	0	94	100	96	90	16.62	49.8	16.6	0	1379.42	0	-0.013	3	560	426	74	71.69	20768.9
vanjs	True	646	2.17	17211	5999	1	96.97	2.87	1024	104	1209.71	1392.36	1209.71	0.0001	0	100	100	100	90	18.52	109.5	19.92	0	1383.77	0	0.002	3	743	388	76	74.17	22895.14
vue	True	1319	2.23	76585	29349	1	100	2.61	1023	104	1659.58	1855.78	1659.58	0.0001	0	99	100	100	90	18.11	64.7	11.62	0	1376.19	0	-0.003	11	677	217	57	686.46	10853.47
