framework	build_time_success	build_time_ms	output_size_mb	total_size	total_gzipped	file_count	js_percentage	compression_ratio	startup_time_ms	hmr_avg_time_ms	fcp	lcp	speed_index	cls	tbt	performance	accessibility	best_practices	seo	memory_delta	peak_cpu	average_cpu	heap_delta	memory	cpu	mem_efficiency	files_count	physical_lines	logical_lines	cyclomatic_complexity	maintainability_index	halstead_volume
alpine	True	0	0	16446	5162	3	93.34	3.19	0	0	1558.78	1878.93	1558.78	0.0002	0.2	98.8	100	100	90	18.64	104.5	34.83	0	1446.89	0	-0.015	3	444	299	68	83.56	13776.09
angular	True	3998	2.32	158642	51430	1	100	3.08	3655	104	1955.76	2295.23	1955.76	0.0001	0	97	100	100	90	17.65	74.6	24.87	0	1465.71	0	-0.006	13	764	424	88	631.62	27036.12
astro	True	817	2.17	11475	3814	1	100	3.01	1455	107	1176.87	1506.87	1176.87	0	0	100	100	100	90	17.1	49.9	16.63	0	1422.14	0	-0.004	4	546	372	73	159.38	18153.98
geajs	True	595	2.19	32881	9964	1	98.43	3.3	1014	104	1532.44	1687.67	1532.44	0.0001	0	99	100	100	90	17.16	79.7	26.57	0	1423.76	0	-0.006	13	713	452	91	678.96	24340.98
jquery	True	724	2.26	100009	34722	1	99.5	2.88	1021	105	1828.43	2002.65	1828.43	0.1459	4.4	92	100	99.2	90	16.28	20	4.17	0	1414.92	0	-0.008	3	481	287	45	87.4	18604.14
lit	True	489	2.21	59808	15719	1	98.81	3.8	1015	104	1539.72	1845.78	1539.72	0.055	0	99	96	100	90	16.87	114.6	38.2	0	1455.02	0	-0.003	8	1300	955	84	247.45	45970.31
lume-js	True	0	0	16495	5574	4	95.37	2.96	0	0	1211.43	1709.36	1211.43	0.0002	0	99.8	100	100	100	19.01	114.6	19.93	0	1416.67	0	-0.005	4	321	234	67	154.88	17543.75
octane	True	1243	2.3	148231	46596	1	100	3.18	1014	104	1983.84	2262.06	1983.84	0.0001	0	97	100	100	90	17.93	89.6	29.87	0	1421.15	0	-0.008	12	741	421	89	579.82	24098.68
preact	True	470	2.18	27622	10088	1	100	2.74	1015	104	1357.8	1661.71	1357.8	0.0001	0	100	100	100	90	24.63	15	3.33	0	1444.89	0	-0.004	12	776	461	101	585.8	25344.18
qwik	True	807	2.25	91158	34628	13	100	2.63	1019	104	1439.25	2157.45	1439.25	0.804	0	78.8	96	100	90	23.82	25	8.33	0	1444.39	0	-0.003	16	754	415	83	861.8	26425.59
react	True	820	2.31	158538	50256	1	100	3.15	1015	104	1945.62	2250.73	1945.62	0.0001	0.6	97	100	100	90	15.16	109.7	36.57	0	1406.61	0	-0.007	13	762	438	90	634.69	24213.69
solid	True	683	2.18	26458	9243	1	100	2.86	1014	104	1380.35	1533.92	1380.35	0.0001	0	100	100	100	90	22.36	59.8	19.93	0	1418.06	0	-0.004	12	786	458	98	581.44	26202.05
svelte	True	1858	2.27	117670	38609	11	68.6	3.05	1308	115	1664.14	2052.98	1664.14	0	0	98.4	100	96	90	20.14	84.7	15.78	0	1363.2	0	-0.001	12	797	405	101	690.76	16137.4
vanilla	True	0	0	20806	5480	3	100	3.8	0	0	1230.41	1487.87	1230.41	0.146	0	94	100	96	90	15.13	44.8	14.93	0	1419.25	0	-0.008	3	560	426	74	71.69	20768.9
vanjs	True	412	2.17	17211	5999	1	96.97	2.87	1016	104	1211.23	1386.04	1211.23	0.0001	0	100	100	100	90	18.33	99.7	33.23	0	1413	0	0.002	3	743	388	76	74.17	22895.14
vue	True	833	2.23	76585	29349	1	100	2.61	1015	103	1657.89	1841.44	1657.89	0.0001	0	99	100	100	90	21.96	49.9	16.63	0	1423.55	0	-0.003	11	677	217	57	686.46	10853.47
