framework	build_time_success	build_time_ms	output_size_mb	total_size	total_gzipped	file_count	js_percentage	compression_ratio	startup_time_ms	hmr_avg_time_ms	fcp	lcp	speed_index	cls	tbt	performance	accessibility	best_practices	seo	memory_delta	peak_cpu	average_cpu	heap_delta	memory	cpu	mem_efficiency	files_count	physical_lines	logical_lines	cyclomatic_complexity	maintainability_index	halstead_volume
alpine	True	0	0	16446	5162	3	93.34	3.19	0	0	1862.78	2019.32	1862.78	0.0001	27.4	98	100	100	90	17.25	64.7	23.23	0	1387.42	0	-0.01	3	444	299	68	83.56	13776.09
angular	True	6507	2.32	158642	51430	1	100	3.08	5502	104	1969.32	2320.78	1969.32	0.0001	5.8	97	100	100	90	27.95	74.7	13.28	0	1379.15	0	-0.002	13	764	424	88	631.62	27036.12
astro	True	1404	2.17	11475	3814	1	100	3.01	2318	109	1208.41	1508.41	1208.41	0.0001	0	100	100	100	90	20.99	89.5	29.83	0	1379.6	0	-0.001	4	546	372	73	159.38	18153.98
geajs	True	952	2.19	32881	9964	1	98.43	3.3	1022	106	1539.97	1694.15	1539.97	0.0001	4.8	99	100	100	90	19.87	74.7	24.9	0	1393.93	0	-0.01	13	713	452	91	678.96	24340.98
jquery	True	1140	2.26	100009	34722	1	99.5	2.88	1031	108	1828.38	2027.37	1828.38	0.1459	0	92	100	99.2	90	19.61	64.8	11.63	0	1374.91	0	-0.007	3	481	287	45	87.4	18604.14
lit	True	741	2.21	59808	15719	1	98.81	3.8	1023	105	1548.48	1854.13	1548.48	0.055	1.8	99	96	100	90	17.84	29.8	9.93	0	1372.18	0	0.001	8	1300	955	84	247.45	45970.31
lume-js	True	0	0	16495	5574	4	95.37	2.96	0	0	1214.15	1751.22	1214.15	0.0002	0	99.8	100	100	100	17.36	69.7	12.45	0	1367.76	0	-0.002	4	321	234	67	154.88	17543.75
octane	True	2075	2.3	148231	46596	1	100	3.18	1022	105	1998.29	2264.53	1998.29	0.0002	0	97	100	100	90	20.2	104.5	34.83	0	1373.81	0	-0.007	12	741	421	89	579.82	24098.68
preact	True	732	2.18	27622	10088	1	100	2.74	1023	105	1361.72	1671.48	1361.72	0.0001	0	99.6	100	100	90	17.94	64.8	21.6	0	1386.53	0	-0.001	12	776	461	101	585.8	25344.18
qwik	True	1238	2.25	91158	34628	13	100	2.63	1032	107	1432.15	2124.08	1432.15	0.6038	0	84	96	100	90	17.36	54.8	9.97	0	1434.68	0	-0.004	16	754	415	83	861.8	26425.59
react	True	1254	2.31	158538	50256	1	100	3.15	1023	105	1960.84	2266.26	1960.84	0.0002	0.2	97	100	100	90	17.64	59.8	11.63	0	1388.66	0	-0.004	13	762	438	90	634.69	24213.69
solid	True	1124	2.18	26458	9243	1	100	2.86	1023	105	1395.58	1552.16	1395.58	0.0001	0	99.2	100	100	90	15.4	54.8	18.27	0	1365.94	0	-0.003	12	786	458	98	581.44	26202.05
svelte	True	2960	2.27	117668	38611	11	68.6	3.05	1748	120	1668.67	2086	1668.67	0	0	98	100	96	90	15.68	34.8	11.6	0	1360.54	0	-0.002	12	797	405	101	690.76	16137.4
vanilla	True	0	0	20806	5480	3	100	3.8	0	0	1280.07	1558.09	1280.07	0.146	0	94	100	96	90	18.07	74.7	13.28	0	1384.14	0	-0.006	3	560	426	74	71.69	20768.9
vanjs	True	664	2.17	17211	5999	1	96.97	2.87	1024	105	1213.48	1397.41	1213.48	0.0001	0	100	100	100	90	17.96	64.7	21.57	0	1376.39	0	0.003	3	743	388	76	74.17	22895.14
vue	True	1312	2.23	76585	29349	1	100	2.61	1023	105	1660.72	1859.28	1660.72	0.0001	0	99	100	100	90	17.13	59.7	19.9	0	1385.06	0	-0.002	11	677	217	57	686.46	10853.47
