framework	build_time_success	build_time_ms	output_size_mb	total_size	total_gzipped	file_count	js_percentage	compression_ratio	startup_time_ms	hmr_avg_time_ms	fcp	lcp	speed_index	cls	tbt	performance	accessibility	best_practices	seo	memory_delta	peak_cpu	average_cpu	heap_delta	memory	cpu	mem_efficiency	files_count	physical_lines	logical_lines	cyclomatic_complexity	maintainability_index	halstead_volume
alpine	True	0	0	16446	5162	3	93.34	3.19	0	0	1373.49	1902.34	1373.49	0.0001	20.3	99.2	100	100	90	15.78	74.7	24.9	0	1390.14	0	-0.012	3	444	299	68	83.56	13776.09
angular	True	6260	2.32	158642	51430	1	100	3.08	5498	104	1956.95	2312.82	1956.95	0.0001	3.6	97	100	100	90	24.34	59.8	19.93	0	1385.59	0	-0.003	13	764	424	88	631.62	27036.12
astro	True	1373	2.17	11475	3814	1	100	3.01	2286	109	1182.3	1512.3	1182.3	0.0001	0	100	100	100	90	18.84	94.5	16.58	0	1375.36	0	-0.005	4	546	372	73	159.38	18153.98
geajs	True	943	2.19	32881	9964	1	98.43	3.3	1020	105	1544.95	1702.42	1544.95	0.0001	6.2	99	100	100	90	19.46	84.3	28.1	0	1388.7	0	-0.003	13	713	452	91	678.96	24340.98
jquery	True	1123	2.26	100009	34722	1	99.5	2.88	1030	107	1831.06	2021.09	1831.06	0.1459	0	92	100	99.2	90	14.32	64.7	11.62	0	1388.43	0	-0.009	3	481	287	45	87.4	18604.14
lit	True	725	2.21	59808	15719	1	98.81	3.8	1022	104	1548.82	1854.43	1548.82	0.055	2	99	96	100	90	15.14	54.8	9.97	0	1378.17	0	-0.002	8	1300	955	84	247.45	45970.31
lume-js	True	0	0	16495	5574	4	95.37	2.96	0	0	1182.01	1708.29	1182.01	0.0002	0	100	100	100	100	19.5	84.4	28.13	0	1395.07	0	-0.004	4	321	234	67	154.88	17543.75
octane	True	2028	2.3	148231	46596	1	100	3.18	1020	105	1994.17	2265.56	1994.17	0.0002	0	97	100	100	90	15.62	69.6	23.2	0	1387.54	0	-0.008	12	741	421	89	579.82	24098.68
preact	True	724	2.18	27622	10088	1	100	2.74	1022	104	1357.65	1631.47	1357.65	0.0001	0	100	100	100	90	20.85	114.6	19.93	0	1428.79	0	-0.003	12	776	461	101	585.8	25344.18
qwik	True	1206	2.25	91158	34628	13	100	2.63	1031	106	1417.06	2123.48	1417.06	0.6056	0	84	96	100	90	19.67	104.5	18.25	0	1385.59	0	-0.008	16	754	415	83	861.8	26425.59
react	True	1250	2.31	158538	50256	1	100	3.15	1023	105	1945.69	2249.63	1945.69	0.0002	52.2	96	100	100	90	17.33	84.4	28.13	0	1394.72	0	-0.009	13	762	438	90	634.69	24213.69
solid	True	1083	2.18	26458	9243	1	100	2.86	1022	104	1391.2	1547.3	1391.2	0.0001	0	99.4	100	100	90	19.58	99.6	17.43	0	1369.74	0	-0.005	12	786	458	98	581.44	26202.05
svelte	True	2848	2.27	117668	38608	11	68.6	3.05	1692	121	1673.13	2092.48	1673.13	0	0	98.2	100	96	90	19.71	79.6	26.53	0	1364.62	0	-0.002	12	797	405	101	690.76	16137.4
vanilla	True	0	0	20806	5480	3	100	3.8	0	0	1244.94	1535.25	1244.94	0.146	0	94	100	96	90	21.61	119.4	41.47	0	1366.62	0	-0.007	3	560	426	74	71.69	20768.9
vanjs	True	637	2.17	17211	5999	1	96.97	2.87	1022	104	1211.69	1394.93	1211.69	0.0001	0	100	100	100	90	15.33	49.8	9.13	0	1373.73	0	0.002	3	743	388	76	74.17	22895.14
vue	True	1294	2.23	76585	29349	1	100	2.61	1022	104	1640.7	1868.15	1640.7	0.0001	0.2	99	100	100	90	19.09	89.5	29.83	0	1387.19	0	-0.006	11	677	217	57	686.46	10853.47
