framework	build_time_success	build_time_ms	output_size_mb	total_size	total_gzipped	file_count	js_percentage	compression_ratio	startup_time_ms	hmr_avg_time_ms	fcp	lcp	speed_index	cls	tbt	performance	accessibility	best_practices	seo	memory_delta	peak_cpu	average_cpu	heap_delta	memory	cpu	mem_efficiency	files_count	physical_lines	logical_lines	cyclomatic_complexity	maintainability_index	halstead_volume
alpine	True	0	0	16446	5162	3	93.34	3.19	0	0	1759.93	2025.73	1759.93	0.0002	31	98.2	100	100	90	17.24	124.2	41.4	0	1380.96	0	-0.011	3	444	299	68	83.56	13776.09
angular	True	6658	2.32	158642	51430	1	100	3.08	5510	105	1956.92	2313.38	1956.92	0.0001	3.8	97	100	100	90	25.93	124.4	21.57	0	1366.05	0	-0.002	13	764	424	88	631.62	27036.12
astro	True	1392	2.17	11475	3814	1	100	3.01	2308	110	1207.26	1507.26	1207.26	0.0001	0	100	100	100	90	17.25	119.3	20.72	0	1377.48	0	0	4	546	372	73	159.38	18153.98
geajs	True	993	2.19	32881	9964	1	98.43	3.3	1020	106	1512.56	1698.24	1512.56	0.0001	8.4	99	100	100	90	19.66	89.5	29.83	0	1395.35	0	-0.013	13	713	452	91	678.96	24340.98
jquery	True	1175	2.26	100009	34722	1	99.5	2.88	1033	108	1840.71	2024.06	1840.71	0.1459	0.4	92	100	99.2	90	18.24	119.4	20.73	0	1376.75	0	-0.006	3	481	287	45	87.4	18604.14
lit	True	751	2.21	59808	15719	1	98.81	3.8	1022	105	1545.57	1849.76	1545.57	0.055	1.2	99	96	100	90	19.76	134.4	23.23	0	1374.11	0	0	8	1300	955	84	247.45	45970.31
lume-js	True	0	0	16495	5574	4	95.37	2.96	0	0	1282.41	1685.8	1282.41	0.0002	0	99.8	100	100	100	16.36	129.4	15.49	0	1358.06	0	-0.003	4	321	234	67	154.88	17543.75
octane	True	2094	2.3	148231	46596	1	100	3.18	1021	106	2003.52	2268.77	2003.52	0.0002	0	97	100	100	90	19.5	134.2	23.2	0	1406.15	0	-0.001	12	741	421	89	579.82	24098.68
preact	True	759	2.18	27622	10088	1	100	2.74	1022	105	1360.74	1636.11	1360.74	0.0001	0	99.8	100	100	90	21.76	129.5	43.17	0	1400.9	0	0	12	776	461	101	585.8	25344.18
qwik	True	1255	2.25	91158	34628	13	100	2.63	1032	107	1432.95	2126.76	1432.95	0.8056	0	79	96	100	90	21.92	104.5	18.25	0	1386.22	0	-0.004	16	754	415	83	861.8	26425.59
react	True	1270	2.31	158538	50256	1	100	3.15	1023	106	1942.18	2246.27	1942.18	0.0001	33.5	96.6	100	100	90	16.27	114.3	19.88	0	1390.91	0	-0.005	13	762	438	90	634.69	24213.69
solid	True	1118	2.18	26458	9243	1	100	2.86	1023	105	1394.71	1550.87	1394.71	0.0001	0	99	100	100	90	17.37	134.5	23.25	0	1378.34	0	-0.004	12	786	458	98	581.44	26202.05
svelte	True	2934	2.27	117668	38613	11	68.6	3.05	1738	120	1668.75	2086.93	1668.75	0	0	98.2	100	96	90	17.16	124.3	41.43	0	1371.98	0	0	12	797	405	101	690.76	16137.4
vanilla	True	0	0	20806	5480	3	100	3.8	0	0	1246.05	1545.99	1246.05	0.146	0	94	100	96	90	21.8	139.2	46.4	0	1376.89	0	-0.006	3	560	426	74	71.69	20768.9
vanjs	True	656	2.17	17211	5999	1	96.97	2.87	1024	105	1213.28	1398.31	1213.28	0.0001	0	100	100	100	90	17.48	109.5	36.5	0	1359.45	0	0.004	3	743	388	76	74.17	22895.14
vue	True	1345	2.23	76585	29349	1	100	2.61	1023	105	1659.06	1855.98	1659.06	0.0001	0	99	100	100	90	17.8	119.6	20.77	0	1402.07	0	-0.001	11	677	217	57	686.46	10853.47
