framework	build_time_success	build_time_ms	output_size_mb	total_size	total_gzipped	file_count	js_percentage	compression_ratio	startup_time_ms	hmr_avg_time_ms	fcp	lcp	speed_index	cls	tbt	performance	accessibility	best_practices	seo	memory_delta	peak_cpu	average_cpu	heap_delta	memory	cpu	mem_efficiency	files_count	physical_lines	logical_lines	cyclomatic_complexity	maintainability_index	halstead_volume
alpine	True	0	0	16446	5162	3	93.34	3.19	0	0	1759.79	1886.64	1759.79	0.0002	26.8	98.4	100	100	90	17.61	114.6	38.2	0	1078.88	0	-0.016	3	444	299	68	83.56	13776.09
angular	True	6582	2.36	193581	61947	3	90.45	3.12	5497	104	1761.84	2252.49	1761.84	0.0001	6.8	97.4	100	100	90	14.29	114.5	38.17	0	1078.56	0	-0.006	13	859	484	89	616.31	29894.72
jquery	True	1149	2.26	100009	34722	1	99.5	2.88	1548	117	1837.59	2019.99	1837.59	0.1459	0	92	100	99.2	90	13.87	119.5	20.75	0	1081.56	0	-0.014	3	481	287	45	87.4	18604.14
lit	True	724	2.21	59808	15719	1	98.81	3.8	1572	118	1546.14	1850.41	1546.14	0.055	10.2	99	96	100	90	14.8	124.5	41.5	0	1071.9	0	-0.004	8	1300	955	84	247.45	45970.31
lume-js	True	0	0	16495	5574	4	95.37	2.96	0	0	0	0	0	0	0	0	0	0	0	20.8	178.8	49.71	0	1071.85	54.8	-0.006	4	321	234	67	154.88	17543.75
preact	True	750	2.18	27622	10088	1	100	2.74	1023	104	1361.85	1669.38	1361.85	0.0001	0	99.4	100	100	90	13.36	124.5	41.5	0	1070.17	0	-0.007	12	776	461	101	585.8	25344.18
qwik	True	1222	2.25	91158	34628	13	100	2.63	1547	118	1417.61	2125.76	1417.61	1.003	0	74	96	100	90	12.73	109.5	36.5	0	1080.96	0	-0.009	16	754	415	83	861.8	26425.59
react	True	1277	2.31	158538	50256	1	100	3.15	1023	105	1945.14	2251.11	1945.14	0.0001	45.8	96.2	100	100	90	13.62	124.3	21.55	0	1062.14	0	-0.005	13	762	438	90	634.69	24213.69
solid	True	1108	2.18	26458	9243	1	100	2.86	1556	118	1388.73	1542.29	1388.73	0.0001	0	99.8	100	100	90	14.91	139.3	46.43	0	1059.99	0	-0.007	12	786	458	98	581.44	26202.05
svelte	True	2901	2.27	117670	38609	11	68.6	3.05	1029	104	1671.06	2059.01	1671.06	0	3.6	98.2	100	96	90	12.46	114.5	38.17	0	1047.17	0	-0.007	12	797	405	101	690.76	16137.4
vanilla	True	0	0	20806	5480	3	100	3.8	0	0	1250.56	1544.94	1250.56	0.1461	0	94	100	96	90	13.74	124.6	41.53	0	1060.49	0	-0.013	3	560	426	74	71.69	20768.9
vanjs	True	652	2.17	17211	5999	1	96.97	2.87	1024	104	1209.33	1392.8	1209.33	0.0001	0	100	100	100	90	14.34	109.6	36.53	0	1069.56	0	0.002	3	743	388	76	74.17	22895.14
vue	True	1332	2.23	76585	29349	1	100	2.61	1552	119	1642.88	1869.62	1642.88	0.0001	0	99	100	100	90	12.9	124.3	41.43	0	1078.52	0	-0.007	11	677	217	57	686.46	10853.47
