framework	build_time_success	build_time_ms	output_size_mb	total_size	total_gzipped	file_count	js_percentage	compression_ratio	startup_time_ms	hmr_avg_time_ms	fcp	lcp	speed_index	cls	tbt	performance	accessibility	best_practices	seo	memory_delta	peak_cpu	average_cpu	heap_delta	memory	cpu	mem_efficiency	files_count	physical_lines	logical_lines	cyclomatic_complexity	maintainability_index	halstead_volume
alpine	True	0	0	16446	5162	3	93.34	3.19	0	0	1776.07	2030.83	1776.07	0.0002	28.4	98.2	100	100	90	14.34	104.5	34.83	0	1081.57	0	-0.015	3	444	299	68	83.56	13776.09
angular	True	7081	2.4	235945	71051	1	92.17	3.32	5892	104	1803.3	2471.95	1803.3	0.0001	17	96	100	100	90	14.06	89.6	29.87	0	1082.47	0	-0.006	13	888	489	89	604.48	30872.93
jquery	True	1160	2.26	100009	34722	1	99.5	2.88	1568	120	1834.56	2026.74	1834.56	0.1459	0	92	100	99.2	90	18.73	94.5	31.5	0	1068.7	0	-0.014	3	481	287	45	87.4	18604.14
lit	True	754	2.21	59808	15719	1	98.81	3.8	1567	118	1547.08	1852.32	1547.08	0.055	3.2	99	96	100	90	14.55	99.5	33.17	0	1081.44	0	-0.003	8	1300	955	84	247.45	45970.31
lume-js	True	0	0	16495	5574	4	95.37	2.96	0	0	0	0	0	0	0	0	0	0	0	22.95	164.3	50.17	0	1059	49.8	-0.003	4	321	234	67	154.88	17543.75
preact	True	730	2.18	27622	10088	1	100	2.74	1024	104	1360.12	1665.18	1360.12	0.0001	0	99.8	100	100	90	14.42	89.5	29.83	0	1074.09	0	-0.005	12	776	461	101	585.8	25344.18
qwik	True	1235	2.25	91158	34628	13	100	2.63	1556	118	1433.9	2128.77	1433.9	0.9993	0	74	96	100	90	13.32	74.6	24.87	0	1070.53	0	-0.006	16	754	415	83	861.8	26425.59
react	True	1259	2.31	158538	50256	1	100	3.15	1023	105	1937.75	2241.73	1937.75	0.0001	316.8	91.8	100	100	90	14.21	74.6	24.87	0	1072.51	0	-0.006	13	762	438	90	634.69	24213.69
solid	True	1098	2.18	26458	9243	1	100	2.86	1566	119	1388.51	1542.96	1388.51	0.0001	0	99.8	100	100	90	14.23	69.7	23.23	0	1072.39	0	-0.006	12	786	458	98	581.44	26202.05
svelte	True	2853	2.27	117670	38610	11	68.6	3.05	1025	104	1669.75	2108.08	1669.75	0	5	98	100	96	90	14.5	99.6	33.2	0	1049.88	0	-0.003	12	797	405	101	690.76	16137.4
vanilla	True	0	0	20806	5480	3	100	3.8	0	0	1249.97	1532.16	1249.97	0.146	0	94	100	96	90	12.93	104.6	34.87	0	1073.45	0	-0.012	3	560	426	74	71.69	20768.9
vanjs	True	639	2.17	17211	5999	1	96.97	2.87	1023	104	1211.27	1393.91	1211.27	0.0001	0	100	100	100	90	13.21	109.5	36.5	0	1070.86	0	0	3	743	388	76	74.17	22895.14
vue	True	1336	2.23	76585	29349	1	100	2.61	1563	118	1657.71	1852.37	1657.71	0.0001	0	99	100	100	90	13.61	74.6	24.87	0	1078.45	0	-0.006	11	677	217	57	686.46	10853.47
