framework	build_time_success	build_time_ms	output_size_mb	total_size	total_gzipped	file_count	js_percentage	compression_ratio	startup_time_ms	hmr_avg_time_ms	fcp	lcp	speed_index	cls	tbt	performance	accessibility	best_practices	seo	memory_delta	peak_cpu	average_cpu	heap_delta	memory	cpu	mem_efficiency	files_count	physical_lines	logical_lines	cyclomatic_complexity	maintainability_index	halstead_volume
alpine	True	0	0	16446	5162	3	93.34	3.19	0	0	1766.53	2025.02	1766.53	0.0002	26.8	98.2	100	100	90	20.85	134.4	23.23	0	1393.21	0	-0.01	3	444	299	68	83.56	13776.09
angular	True	6513	2.32	158642	51430	1	100	3.08	5496	104	1960.65	2319.37	1960.65	0.0001	5.4	97	100	100	90	23.3	129.3	43.1	0	1391.41	0	-0.003	13	764	424	88	631.62	27036.12
astro	True	1413	2.17	11475	3814	1	100	3.01	2325	110	1176.37	1506.37	1176.37	0.0001	0	100	100	100	90	16.8	124.5	41.5	0	1380.86	0	-0.009	4	546	372	73	159.38	18153.98
geajs	True	950	2.19	32881	9964	1	98.43	3.3	1021	105	1540.6	1695.4	1540.6	0.0001	2.8	99	100	100	90	16.73	129.5	22.42	0	1444.99	0	-0.005	13	713	452	91	678.96	24340.98
jquery	True	1159	2.26	100009	34722	1	99.5	2.88	1034	107	1833.68	2024.02	1833.68	0.1459	0	92	100	99.2	90	16.79	129.1	15.46	0	1368.21	0	-0.01	3	481	287	45	87.4	18604.14
lit	True	749	2.21	59808	15719	1	98.81	3.8	1023	104	1549.38	1855.58	1549.38	0.055	1.8	99	96	100	90	18.94	144.2	24.87	0	1397.5	0	-0.001	8	1300	955	84	247.45	45970.31
lume-js	True	0	0	16495	5574	4	95.37	2.96	0	0	1218.33	1714.89	1218.33	0.0002	0	100	100	100	100	15.12	119.4	20.73	0	1393.37	0	-0.003	4	321	234	67	154.88	17543.75
octane	True	2068	2.3	148231	46596	1	100	3.18	1021	105	1996.57	2263.15	1996.57	0.0002	0	97	100	100	90	16.87	129.4	22.4	0	1399.75	0	-0.008	12	741	421	89	579.82	24098.68
preact	True	747	2.18	27622	10088	1	100	2.74	1023	105	1361.11	1668.67	1361.11	0.0001	0	99.8	100	100	90	17.21	114.4	19.9	0	1384.54	0	-0.002	12	776	461	101	585.8	25344.18
qwik	True	1256	2.25	91158	34628	13	100	2.63	1031	106	1417.51	2126.73	1417.51	1.0056	0	74	96	100	90	13.95	134.3	23.22	0	1386.25	0	-0.005	16	754	415	83	861.8	26425.59
react	True	1289	2.31	158538	50256	1	100	3.15	1022	105	1961.01	2266.52	1961.01	0.0001	36.8	96.4	100	100	90	15.18	124.5	21.58	0	1381.11	0	-0.003	13	762	438	90	634.69	24213.69
solid	True	1107	2.18	26458	9243	1	100	2.86	1023	105	1363.92	1548.57	1363.92	0.0001	0	99.4	100	100	90	18.2	124.3	41.43	0	1381.34	0	-0.004	12	786	458	98	581.44	26202.05
svelte	True	2943	2.27	117668	38608	11	68.6	3.05	1729	120	1668.64	2117.54	1668.64	0	0	98	100	96	90	20.37	124.4	41.47	0	1369.08	0	-0.002	12	797	405	101	690.76	16137.4
vanilla	True	0	0	20806	5480	3	100	3.8	0	0	1246.11	1534.15	1246.11	0.146	0	94	100	96	90	16.54	124.1	21.52	0	1384.25	0	-0.009	3	560	426	74	71.69	20768.9
vanjs	True	656	2.17	17211	5999	1	96.97	2.87	1025	105	1211.69	1396.53	1211.69	0.0001	0	100	100	100	90	16.8	129.5	43.17	0	1372.62	0	0.002	3	743	388	76	74.17	22895.14
vue	True	1362	2.23	76585	29349	1	100	2.61	1023	104	1659.12	1855.69	1659.12	0.0001	0	99	100	100	90	19.3	134.1	23.18	0	1378.09	0	-0.004	11	677	217	57	686.46	10853.47
