framework	build_time_success	build_time_ms	output_size_mb	total_size	total_gzipped	file_count	js_percentage	compression_ratio	startup_time_ms	hmr_avg_time_ms	fcp	lcp	speed_index	cls	tbt	performance	accessibility	best_practices	seo	memory_delta	peak_cpu	average_cpu	heap_delta	memory	cpu	mem_efficiency	files_count	physical_lines	logical_lines	cyclomatic_complexity	maintainability_index	halstead_volume
alpine	True	0	0	16446	5162	3	93.34	3.19	0	0	1665.24	2027.65	1665.24	0.0002	28.4	98.4	100	100	90	12.68	74.8	24.93	0	1070.87	0	-0.019	3	444	299	68	83.56	13776.09
angular	True	6571	2.36	194192	62372	3	90.48	3.11	5288	104	1757.72	2431.67	1757.72	0.0001	6.8	97	100	100	90	24.53	84.7	28.23	0	1070.97	0	-0.008	13	766	412	78	633.43	26739.26
astro	True	1442	2.17	11475	3814	1	100	3.01	2327	110	1206.73	1506.73	1206.73	0.0001	0	100	100	100	90	17.28	94.6	31.53	0	1058.21	0	-0.004	4	546	372	73	159.38	18153.98
jquery	True	1204	2.26	100009	34722	1	99.5	2.88	1034	107	1812.65	2031.58	1812.65	0.1459	0.8	92	100	99.2	90	19.42	69.8	23.27	0	1075.57	0	-0.007	3	481	287	45	87.4	18604.14
lit	True	758	2.21	59808	15719	1	98.81	3.8	1023	105	1550.4	1858.19	1550.4	0.055	1.4	99	96	100	90	17.03	59.6	19.87	0	1063.95	0	-0.003	8	1300	955	84	247.45	45970.31
lume-js	True	0	0	16495	5574	4	95.37	2.96	0	0	0	0	0	0	0	0	0	0	0	20.57	104.4	43.94	0	1059	39.8	-0.003	4	321	234	67	154.88	17543.75
preact	True	790	2.18	27622	10088	1	100	2.74	1023	104	1361.2	1668.59	1361.2	0.0001	0	99.8	100	100	90	17.12	84.7	14.95	0	1070.22	0	-0.007	12	776	461	101	585.8	25344.18
qwik	True	1316	2.25	91158	34628	13	100	2.63	1031	106	1432.88	2126.39	1432.88	0.8056	0	79	96	100	90	16	74.7	24.9	0	1078.99	0	-0.009	16	754	415	83	861.8	26425.59
react	True	1262	2.31	158538	50256	1	100	3.15	1024	105	1940.21	2244.81	1940.21	0.0002	55.6	96	100	100	90	18.02	79.6	26.53	0	1082.11	0	-0.01	13	762	438	90	634.69	24213.69
solid	True	1169	2.18	26458	9243	1	100	2.86	1022	105	1392.2	1546.9	1392.2	0.0001	0	99.6	100	100	90	17.73	89.5	29.83	0	1073.71	0	-0.006	12	786	458	98	581.44	26202.05
svelte	True	3166	2.27	117668	38610	11	68.6	3.05	1695	120	1666.96	2116.47	1666.96	0	0	98	100	96	90	12.32	59.8	19.93	0	1050.74	0	-0.007	12	797	405	101	690.76	16137.4
vanilla	True	0	0	20806	5480	3	100	3.8	0	0	1247.01	1543.81	1247.01	0.146	0	94	100	96	90	16.85	98.4	32.8	0	1074.36	0	-0.013	3	560	426	74	71.69	20768.9
vanjs	True	685	2.17	17211	5999	1	96.97	2.87	1024	105	1213.94	1399.11	1213.94	0.0001	0	100	100	100	90	16.46	89.7	29.9	0	1062.31	0	0.001	3	743	388	76	74.17	22895.14
vue	True	1378	2.23	76585	29349	1	100	2.61	1023	105	1660.65	1857.97	1660.65	0.0001	0	99	100	100	90	17.26	74.7	24.9	0	1063.63	0	-0.007	11	677	217	57	686.46	10853.47
