framework	build_time_success	build_time_ms	output_size_mb	total_size	total_gzipped	file_count	js_percentage	compression_ratio	startup_time_ms	hmr_avg_time_ms	fcp	lcp	speed_index	cls	tbt	performance	accessibility	best_practices	seo	memory_delta	peak_cpu	average_cpu	heap_delta	memory	cpu	mem_efficiency	files_count	physical_lines	logical_lines	cyclomatic_complexity	maintainability_index	halstead_volume
alpine	True	0	0	16446	5162	3	93.34	3.19	0	0	1786.48	2052.97	1786.48	0.0002	28.4	98.2	100	100	90	16.68	124.3	41.43	0	1453.78	0	-0.011	3	444	299	68	83.56	13776.09
angular	True	7096	2.32	158642	51430	1	100	3.08	5690	105	1959.88	2326.81	1959.88	0.0001	22	97	100	100	90	23.72	99.5	34.83	0	1436.52	0	-0.005	13	764	424	88	631.62	27036.12
astro	True	1465	2.17	11475	3814	1	100	3.01	2704	111	1190.81	1512.21	1190.81	0.0001	0	100	100	100	90	16.19	104.6	18.27	0	1383.25	0	-0.006	4	546	372	73	159.38	18153.98
geajs	True	981	2.19	32881	9964	1	98.43	3.3	1021	107	1546.79	1703.28	1546.79	0.0001	4.8	99	100	100	90	15.55	129.4	43.13	0	1408.69	0	-0.004	13	713	452	91	678.96	24340.98
jquery	True	1246	2.26	100009	34722	1	99.5	2.88	1037	108	1846.31	2032.76	1846.31	0.1459	0.3	92	100	99.2	90	28.46	79.6	26.53	0	1390.61	0	-0.01	3	481	287	45	87.4	18604.14
lit	True	793	2.21	59808	15719	1	98.81	3.8	1024	106	1569.75	1837.7	1569.75	0.055	4.2	99	96	100	90	16.05	114.5	19.92	0	1435.95	0	-0.001	8	1300	955	84	247.45	45970.31
lume-js	True	0	0	16495	5574	4	95.37	2.96	0	0	1284.27	1710.39	1284.27	0.0002	0	99.8	100	100	100	18.54	99.5	33.17	0	1443.64	0	-0.003	4	321	234	67	154.88	17543.75
octane	True	2173	2.3	148231	46596	1	100	3.18	1022	106	1999.83	2260.04	1999.83	0.0002	1.7	96.6	100	100	90	17.33	114.5	38.17	0	1457.89	0	-0.007	12	741	421	89	579.82	24098.68
preact	True	808	2.18	27622	10088	1	100	2.74	1024	106	1363.9	1670.85	1363.9	0.0001	0	99.4	100	100	90	26.05	124.3	41.43	0	1432.66	0	-0.002	12	776	461	101	585.8	25344.18
qwik	True	1318	2.25	91158	34628	13	100	2.63	1032	107	1404.93	2133.57	1404.93	1.0074	0	74	96	100	90	15.07	114.4	19.9	0	1450.96	0	-0.004	16	754	415	83	861.8	26425.59
react	True	1413	2.31	158538	50256	1	100	3.15	1025	106	1953.55	2269.02	1953.55	0.0001	72.5	95.2	100	100	90	25.26	129.5	43.17	0	1456.55	0	-0.003	13	762	438	90	634.69	24213.69
solid	True	1185	2.18	26458	9243	1	100	2.86	1024	107	1399.61	1557.41	1399.61	0.0001	0	99	100	100	90	16.93	109.5	19.08	0	1439.76	0	-0.003	12	786	458	98	581.44	26202.05
svelte	True	3274	2.27	117668	38611	11	68.6	3.05	1794	124	1681.27	2075.93	1681.27	0	0	98.2	100	96	90	18.1	69.6	23.2	0	1383.84	0	-0.001	12	797	405	101	690.76	16137.4
vanilla	True	0	0	20806	5480	3	100	3.8	0	0	1283.96	1549.08	1283.96	0.1461	0	94	100	96	90	16.29	84.6	28.2	0	1386.64	0	-0.01	3	560	426	74	71.69	20768.9
vanjs	True	704	2.17	17211	5999	1	96.97	2.87	1022	106	1211.53	1400.09	1211.53	0.0001	0	100	100	100	90	15	94.5	16.58	0	1378.84	0	0.001	3	743	388	76	74.17	22895.14
vue	True	1406	2.23	76585	29349	1	100	2.61	1024	105	1639.42	1871.73	1639.42	0.0001	0.2	99	100	100	90	16.62	114.5	19.92	0	1377.57	0	-0.003	11	677	217	57	686.46	10853.47
