framework	build_time_success	build_time_ms	output_size_mb	total_size	total_gzipped	file_count	js_percentage	compression_ratio	startup_time_ms	hmr_avg_time_ms	fcp	lcp	speed_index	cls	tbt	performance	accessibility	best_practices	seo	memory_delta	peak_cpu	average_cpu	heap_delta	memory	cpu	mem_efficiency	files_count	physical_lines	logical_lines	cyclomatic_complexity	maintainability_index	halstead_volume
alpine	True	0	0	16446	5162	3	93.34	3.19	0	0	1663.32	2021.12	1663.32	0.0003	24.4	98.4	100	100	90	19.69	133.9	23.15	0	1381.93	0	-0.011	3	444	299	68	83.56	13776.09
angular	True	6473	2.32	158642	51430	1	100	3.08	5492	104	1957.79	2315.69	1957.79	0.0001	7	97	100	100	90	25.95	124.2	41.4	0	1378.79	0	-0.004	13	764	424	88	631.62	27036.12
astro	True	1424	2.17	11475	3814	1	100	3.01	2291	110	1211.55	1511.55	1211.55	0.0001	0	100	100	100	90	20.62	119.5	39.83	0	1370.96	0	-0.003	4	546	372	73	159.38	18153.98
geajs	True	987	2.19	32881	9964	1	98.43	3.3	1020	105	1543.39	1698.78	1543.39	0.0001	3.2	99	100	100	90	17.02	129.3	43.1	0	1387.36	0	-0.013	13	713	452	91	678.96	24340.98
jquery	True	1173	2.26	100009	34722	1	99.5	2.88	1035	107	1836.92	2025.88	1836.92	0.1459	0	92	100	99.2	90	17.91	124.3	14.92	0	1373.64	0	-0.011	3	481	287	45	87.4	18604.14
lit	True	747	2.21	59808	15719	1	98.81	3.8	1023	105	1547.45	1852.68	1547.45	0.055	4.4	99	96	100	90	17.65	99.4	33.13	0	1366.89	0	-0.002	8	1300	955	84	247.45	45970.31
lume-js	True	0	0	16495	5574	4	95.37	2.96	0	0	0	0	0	0	0	0	0	0	0	26.11	184	50.98	0	1376.77	39.8	-0.003	4	321	234	67	154.88	17543.75
preact	True	739	2.18	27622	10088	1	100	2.74	1023	105	1361.69	1667.53	1361.69	0.0001	0	99.4	100	100	90	18.84	134.2	23.2	0	1384.85	0	-0.003	12	776	461	101	585.8	25344.18
qwik	True	1259	2.25	91158	34628	13	100	2.63	1031	106	1419.01	2128.82	1419.01	0.7996	0	79	96	100	90	19.35	119.5	39.83	0	1452.63	0	-0.005	16	754	415	83	861.8	26425.59
react	True	1287	2.31	158538	50256	1	100	3.15	1024	105	1940.06	2244.5	1940.06	0.0001	55.9	96	100	100	90	19.16	119.5	39.83	0	1382.22	0	-0.008	13	762	438	90	634.69	24213.69
solid	True	1127	2.18	26458	9243	1	100	2.86	1023	105	1359.83	1544.14	1359.83	0.0001	0	99.6	100	100	90	21.8	119.3	39.77	0	1375.05	0	-0.004	12	786	458	98	581.44	26202.05
svelte	True	2933	2.27	117670	38609	11	68.6	3.05	1733	119	1672.24	2119.06	1672.24	0	0	98	100	96	90	14.89	134.3	23.22	0	1374.11	0	-0.003	12	797	405	101	690.76	16137.4
vanilla	True	0	0	20806	5480	3	100	3.8	0	0	1247.35	1547.86	1247.35	0.146	0	94	100	96	90	16.88	124.4	21.57	0	1373.88	0	-0.01	3	560	426	74	71.69	20768.9
vanjs	True	653	2.17	17211	5999	1	96.97	2.87	1024	105	1213.03	1398.14	1213.03	0.0001	0	100	100	100	90	17.42	109.5	36.5	0	1365.18	0	0.001	3	743	388	76	74.17	22895.14
vue	True	1323	2.23	76585	29349	1	100	2.61	1023	104	1627.64	1853.65	1627.64	0.0001	0	99	100	100	90	19.7	128.4	42.8	0	1374.21	0	-0.003	11	677	217	57	686.46	10853.47
