framework	build_time_success	build_time_ms	output_size_mb	total_size	total_gzipped	file_count	js_percentage	compression_ratio	startup_time_ms	hmr_avg_time_ms	fcp	lcp	speed_index	cls	tbt	performance	accessibility	best_practices	seo	memory_delta	peak_cpu	average_cpu	heap_delta	memory	cpu	mem_efficiency	files_count	physical_lines	logical_lines	cyclomatic_complexity	maintainability_index	halstead_volume
alpine	True	0	0	16446	5162	3	93.34	3.19	0	0	1773.32	2034.55	1773.32	0.0002	25.8	98.2	100	100	90	15.54	114.3	38.1	0	1398.26	0	-0.011	3	444	299	68	83.56	13776.09
angular	True	6390	2.32	158642	51430	1	100	3.08	5499	105	1967.5	2318.94	1967.5	0.0001	9.2	96.8	100	100	90	26.13	119.3	39.77	0	1368.54	0	-0.002	13	764	424	88	631.62	27036.12
astro	True	1428	2.17	11475	3814	1	100	3.01	2290	109	1207.68	1507.68	1207.68	0.0001	0	100	100	100	90	15.62	119.2	39.73	0	1378.67	0	-0.002	4	546	372	73	159.38	18153.98
geajs	True	989	2.19	32881	9964	1	98.43	3.3	1021	105	1521.86	1699.09	1521.86	0.0001	5	99	100	100	90	17.5	129.3	43.1	0	1395.3	0	-0.009	13	713	452	91	678.96	24340.98
jquery	True	1156	2.26	100009	34722	1	99.5	2.88	1032	107	1831.31	2020.86	1831.31	0.1459	0	92	100	99.2	90	21.47	139.3	46.43	0	1366.94	0	-0.007	3	481	287	45	87.4	18604.14
lit	True	746	2.21	59808	15719	1	98.81	3.8	1022	105	1546.73	1851.5	1546.73	0.055	3.4	99	96	100	90	21.76	129.5	43.17	0	1386.38	0	0.002	8	1300	955	84	247.45	45970.31
lume-js	True	0	0	16495	5574	4	95.37	2.96	0	0	1281.81	1763.43	1281.81	0.0002	0	99.6	100	100	100	21.91	139.2	17.13	0	1380.43	0	-0.001	4	321	234	67	154.88	17543.75
octane	True	2072	2.3	148231	46596	1	100	3.18	1021	105	1998.14	2262.21	1998.14	0.0002	0	97	100	100	90	19.32	129.5	43.17	0	1379.49	0	-0.008	12	741	421	89	579.82	24098.68
preact	True	746	2.18	27622	10088	1	100	2.74	1023	106	1338.97	1646.15	1338.97	0.0001	0	99.8	100	100	90	21.93	124.1	41.37	0	1370.97	0	-0.002	12	776	461	101	585.8	25344.18
qwik	True	1225	2.25	91158	34628	13	100	2.63	1031	107	1417.52	2125.54	1417.52	1.0089	0	74	96	100	90	21.91	124.1	41.37	0	1374.26	0	-0.003	16	754	415	83	861.8	26425.59
react	True	1278	2.31	158538	50256	1	100	3.15	1023	105	1959.18	2263.77	1959.18	0.0001	24.8	96.8	100	100	90	20.01	129.4	43.13	0	1388.18	0	-0.005	13	762	438	90	634.69	24213.69
solid	True	1114	2.18	26458	9243	1	100	2.86	1023	105	1393	1547.39	1393	0.0001	0	99.4	100	100	90	21.75	129.5	43.17	0	1394.12	0	-0.001	12	786	458	98	581.44	26202.05
svelte	True	2923	2.27	117670	38613	11	68.6	3.05	1750	120	1669.33	2066.07	1669.33	0	0	98.4	100	96	90	15.79	124.3	41.43	0	1354.95	0	-0.001	12	797	405	101	690.76	16137.4
vanilla	True	0	0	20806	5480	3	100	3.8	0	0	1252.41	1546.41	1252.41	0.1461	0	94	100	96	90	20.11	119.5	14.39	0	1371.34	0	-0.006	3	560	426	74	71.69	20768.9
vanjs	True	644	2.17	17211	5999	1	96.97	2.87	1023	105	1210.95	1395.63	1210.95	0.0001	0	100	100	100	90	19.94	129.3	43.1	0	1360.46	0	0.004	3	743	388	76	74.17	22895.14
vue	True	1330	2.23	76585	29349	1	100	2.61	1023	105	1658.12	1855.38	1658.12	0.0001	0	99	100	100	90	20.26	139.3	24.05	0	1376.02	0	-0.003	11	677	217	57	686.46	10853.47
