framework	build_time_success	build_time_ms	output_size_mb	total_size	total_gzipped	file_count	js_percentage	compression_ratio	startup_time_ms	hmr_avg_time_ms	fcp	lcp	speed_index	cls	tbt	performance	accessibility	best_practices	seo	memory_delta	peak_cpu	average_cpu	heap_delta	memory	cpu	mem_efficiency	files_count	physical_lines	logical_lines	cyclomatic_complexity	maintainability_index	halstead_volume
alpine	True	0	0	16446	5162	3	93.34	3.19	0	0	1772.79	2027.97	1772.79	0.0002	17.6	98.2	100	100	90	20.36	99.6	17.43	0	1252.04	0	-0.014	3	444	299	68	83.56	13776.09
angular	True	3319	2.31	151436	49282	1	100	3.07	3464	106	1957.82	2317.73	1957.82	0.0001	7.4	97	100	100	90	27.22	134.2	44.73	0	1235.88	0	-0.007	13	761	422	88	634.61	27287.05
astro	True	1334	2.17	11475	3814	1	100	3.01	2283	109	1208.38	1508.38	1208.38	0.0001	0	100	100	100	90	18.72	109.5	36.5	0	1236.64	0	-0.007	4	546	372	73	159.38	18153.98
geajs	True	911	2.19	32881	9964	1	98.43	3.3	1020	105	1552.1	1709.65	1552.1	0.0001	1.8	99	100	100	90	20.13	79.6	26.53	0	1243.27	0	-0.006	13	713	452	91	678.96	24340.98
jquery	True	1127	2.26	100009	34722	1	99.5	2.88	1032	107	1841.11	2013.36	1841.11	0.1459	0	92	100	99.2	90	21.18	129.3	43.1	0	1256.89	0	-0.011	3	481	287	45	87.4	18604.14
lit	True	719	2.21	59808	15719	1	98.81	3.8	1022	105	1555.66	1862.4	1555.66	0.055	1.2	99	96	100	90	18.45	114.5	38.17	0	1240.95	0	-0.003	8	1300	955	84	247.45	45970.31
lume-js	True	0	0	16495	5574	4	95.37	2.96	0	0	1209.88	1685.9	1209.88	0.0002	0	100	100	100	100	21.23	104.6	18.27	0	1255.45	0	-0.006	4	321	234	67	154.88	17543.75
octane	True	1997	2.3	148231	46596	1	100	3.18	1021	105	2003.21	2263.81	2003.21	0.0002	2	97	100	100	90	21.01	99.6	33.2	0	1237.17	0	-0.011	12	741	421	89	579.82	24098.68
preact	True	713	2.18	27622	10088	1	100	2.74	1023	105	1365.67	1680.51	1365.67	0.0001	0	99.4	100	100	90	20.56	109.4	36.47	0	1234.77	0	-0.006	12	776	461	101	585.8	25344.18
qwik	True	1230	2.25	91158	34628	13	100	2.63	1031	106	1418.15	2127.01	1418.15	0.6057	0	84	96	100	90	20.7	114.4	19.9	0	1266.83	0	-0.007	16	754	415	83	861.8	26425.59
react	True	1219	2.31	158538	50256	1	100	3.15	1022	105	1946.88	2289.62	1946.88	0.0001	129.1	93.8	100	100	90	20.37	134.4	44.8	0	1245.41	0	-0.007	13	762	438	90	634.69	24213.69
solid	True	1076	2.18	26458	9243	1	100	2.86	1023	105	1394.72	1549.18	1394.72	0.0001	0	99.4	100	100	90	21.18	134.5	23.25	0	1237.47	0	-0.006	12	786	458	98	581.44	26202.05
svelte	True	2793	2.27	117670	38614	11	68.6	3.05	1694	121	1667.72	2118.2	1667.72	0	0	98	100	96	90	18.41	99.5	33.17	0	1220.71	0	-0.007	12	797	405	101	690.76	16137.4
vanilla	True	0	0	20806	5480	3	100	3.8	0	0	1283.7	1553.2	1283.7	0.146	0	94	100	96	90	15.05	20	6.67	0	1235.84	0	-0.017	3	560	426	74	71.69	20768.9
vanjs	True	619	2.17	17211	5999	1	96.97	2.87	1023	105	1212.29	1401.84	1212.29	0.0001	0	100	100	100	90	19.09	124.4	41.47	0	1233.86	0	-0.001	3	743	388	76	74.17	22895.14
vue	True	1286	2.23	76585	29349	1	100	2.61	1022	105	1658.73	1860.9	1658.73	0.0001	0.2	99	100	100	90	20.18	89.7	15.78	0	1235.25	0	-0.006	11	677	217	57	686.46	10853.47
