framework	build_time_success	build_time_ms	output_size_mb	total_size	total_gzipped	file_count	js_percentage	compression_ratio	startup_time_ms	hmr_avg_time_ms	fcp	lcp	speed_index	cls	tbt	performance	accessibility	best_practices	seo	memory_delta	peak_cpu	average_cpu	heap_delta	memory	cpu	mem_efficiency	files_count	physical_lines	logical_lines	cyclomatic_complexity	maintainability_index	halstead_volume
alpine	True	0	0	16446	5162	3	93.34	3.19	0	0	1768.7	2025.28	1768.7	0.0002	27.2	98.2	100	100	90	15.76	69.6	23.2	0	1390.01	0	-0.016	3	444	299	68	83.56	13776.09
angular	True	6467	2.32	158642	51430	1	100	3.08	5695	105	1958.33	2315.3	1958.33	0.0001	4.8	97	100	100	90	23.84	69.7	23.23	0	1377.15	0	-0.002	13	764	424	88	631.62	27036.12
astro	True	1429	2.17	11475	3814	1	100	3.01	2286	108	1212.76	1512.76	1212.76	0.0001	0	100	100	100	90	14.56	79.8	26.6	0	1385.7	0	-0.003	4	546	372	73	159.38	18153.98
geajs	True	971	2.19	32881	9964	1	98.43	3.3	1020	105	1524.14	1703.56	1524.14	0.0001	5.6	99	100	100	90	14.82	69.8	23.27	0	1364.6	0	-0.014	13	713	452	91	678.96	24340.98
jquery	True	1197	2.26	100009	34722	1	99.5	2.88	1031	107	1817.97	2007.25	1817.97	0.1459	0.4	92.2	100	99.2	90	13.2	79.7	26.57	0	1384.86	0	-0.01	3	481	287	45	87.4	18604.14
lit	True	770	2.21	59808	15719	1	98.81	3.8	1022	105	1548.24	1853.96	1548.24	0.055	1	99	96	100	90	14.96	49.9	9.15	0	1424.89	0	0	8	1300	955	84	247.45	45970.31
lume-js	True	0	0	16495	5574	4	95.37	2.96	0	0	0	0	0	0	0	0	0	0	0	21.11	119.4	43.92	0	1376.41	34.8	-0.002	4	321	234	67	154.88	17543.75
preact	True	756	2.18	27622	10088	1	100	2.74	1023	105	1361.55	1669.23	1361.55	0.0001	0	99.6	100	100	90	15.51	59.7	19.9	0	1367.21	0	-0.003	12	776	461	101	585.8	25344.18
qwik	True	1277	2.25	91158	34628	13	100	2.63	1031	106	1417.87	2126.55	1417.87	0.7996	0	79	96	100	90	16.71	74.8	24.93	0	1379.15	0	-0.004	16	754	415	83	861.8	26425.59
react	True	1305	2.31	158538	50256	1	100	3.15	1022	105	1939.63	2243.95	1939.63	0.0001	245.4	92.4	100	100	90	13.29	59.8	10.8	0	1379.57	0	-0.008	13	762	438	90	634.69	24213.69
solid	True	1128	2.18	26458	9243	1	100	2.86	1024	105	1371.35	1555.63	1371.35	0.0001	0	99.6	100	100	90	14.69	49.8	16.6	0	1360.08	0	-0.003	12	786	458	98	581.44	26202.05
svelte	True	2941	2.27	117668	38614	11	68.6	3.05	1710	121	1636.37	2115.73	1636.37	0	0	98.2	100	96	90	14.29	79.8	26.6	0	1374.38	0	-0.003	12	797	405	101	690.76	16137.4
vanilla	True	0	0	20806	5480	3	100	3.8	0	0	1280.28	1536.11	1280.28	0.146	0	94	100	96	90	14.9	64.7	21.57	0	1388.96	0	-0.008	3	560	426	74	71.69	20768.9
vanjs	True	670	2.17	17211	5999	1	96.97	2.87	1024	105	1208.51	1391.56	1208.51	0.0001	0	100	100	100	90	15.12	79.8	26.6	0	1367.29	0	0.002	3	743	388	76	74.17	22895.14
vue	True	1388	2.23	76585	29349	1	100	2.61	1023	105	1657.08	1853.62	1657.08	0.0001	0	99	100	100	90	19.63	74.6	24.87	0	1371.74	0	-0.003	11	677	217	57	686.46	10853.47
