framework	build_time_success	build_time_ms	output_size_mb	total_size	total_gzipped	file_count	js_percentage	compression_ratio	startup_time_ms	hmr_avg_time_ms	fcp	lcp	speed_index	cls	tbt	performance	accessibility	best_practices	seo	memory_delta	peak_cpu	average_cpu	heap_delta	memory	cpu	mem_efficiency	files_count	physical_lines	logical_lines	cyclomatic_complexity	maintainability_index	halstead_volume
alpine	True	0	0	16446	5162	3	93.34	3.19	0	0	1764.07	1890.72	1764.07	0.0003	18.5	98.4	100	100	90	19.68	129	22.33	0	1407.59	0	-0.01	3	444	299	68	83.56	13776.09
angular	True	6190	2.32	158642	51430	1	100	3.08	5491	104	1958.4	2316.21	1958.4	0.0001	7.6	97	100	100	90	24.28	129.4	22.4	0	1373.22	0	-0.004	13	764	424	88	631.62	27036.12
astro	True	1344	2.17	11475	3814	1	100	3.01	2290	109	1209.92	1509.92	1209.92	0.0001	0	100	100	100	90	15.84	124.6	21.6	0	1406.08	0	-0.002	4	546	372	73	159.38	18153.98
geajs	True	957	2.19	32881	9964	1	98.43	3.3	1021	105	1496.2	1696.8	1496.2	0.0001	2	99	100	100	90	13.46	134.5	23.25	0	1425.91	0	-0.015	13	713	452	91	678.96	24340.98
jquery	True	1132	2.26	100009	34722	1	99.5	2.88	1030	107	1840.25	2030.08	1840.25	0.1459	0	92	100	99.2	90	14.76	129.5	22.42	0	1377.16	0	-0.009	3	481	287	45	87.4	18604.14
lit	True	723	2.21	59808	15719	1	98.81	3.8	1022	105	1547.76	1853.34	1547.76	0.055	1.8	99	96	100	90	20.53	124.5	21.58	0	1403.34	0	0	8	1300	955	84	247.45	45970.31
lume-js	True	0	0	16495	5574	4	95.37	2.96	0	0	0	0	0	0	0	0	0	0	0	26.37	194	54.31	0	1383.55	39.8	-0.003	4	321	234	67	154.88	17543.75
preact	True	750	2.18	27622	10088	1	100	2.74	1023	105	1360.68	1666.02	1360.68	0.0001	0	99.8	100	100	90	20.63	114.5	38.17	0	1387.27	0	-0.003	12	776	461	101	585.8	25344.18
qwik	True	1181	2.25	91158	34628	13	100	2.63	1030	107	1417.56	2125.44	1417.56	0.6055	0	84	96	100	90	15.89	124.4	41.47	0	1376.96	0	-0.004	16	754	415	83	861.8	26425.59
react	True	1280	2.31	158538	50256	1	100	3.15	1022	105	1920.25	2224.87	1920.25	0.0001	44.2	96.6	100	100	90	15.21	129.5	43.17	0	1376.94	0	-0.006	13	762	438	90	634.69	24213.69
solid	True	1089	2.18	26458	9243	1	100	2.86	1022	105	1360.6	1545.29	1360.6	0.0001	0	99.8	100	100	90	17.63	119.3	39.77	0	1360.1	0	-0.005	12	786	458	98	581.44	26202.05
svelte	True	2791	2.27	117668	38611	11	68.6	3.05	1670	121	1670.11	2118.23	1670.11	0	0	98	100	96	90	15.11	134.5	23.25	0	1368.2	0	-0.002	12	797	405	101	690.76	16137.4
vanilla	True	0	0	20806	5480	3	100	3.8	0	0	1245.75	1532.07	1245.75	0.146	0	94	100	96	90	14.7	119.2	20.7	0	1389.97	0	-0.009	3	560	426	74	71.69	20768.9
vanjs	True	632	2.17	17211	5999	1	96.97	2.87	1022	105	1208.65	1390.97	1208.65	0.0001	0	100	100	100	90	18.04	129.5	22.42	0	1399.24	0	0.002	3	743	388	76	74.17	22895.14
vue	True	1301	2.23	76585	29349	1	100	2.61	1022	104	1660.53	1857.4	1660.53	0.0001	0	99	100	100	90	20.04	114.4	38.13	0	1386.62	0	-0.004	11	677	217	57	686.46	10853.47
