framework	build_time_success	build_time_ms	output_size_mb	total_size	total_gzipped	file_count	js_percentage	compression_ratio	startup_time_ms	hmr_avg_time_ms	fcp	lcp	speed_index	cls	tbt	performance	accessibility	best_practices	seo	memory_delta	peak_cpu	average_cpu	heap_delta	memory	cpu	mem_efficiency	files_count	physical_lines	logical_lines	cyclomatic_complexity	maintainability_index	halstead_volume
alpine	True	0	0	16446	5162	3	93.34	3.19	0	0	1760.23	2014.78	1760.23	0.0002	22.8	98.2	100	100	90	18.53	94.6	31.53	0	1095.43	0	-0.014	3	444	299	68	83.56	13776.09
angular	True	6189	2.36	193581	61947	3	90.45	3.12	5279	104	1757.2	2220.64	1757.2	0.0001	5	97.6	100	100	90	17.17	79.7	26.57	0	1082.82	0	-0.006	13	859	484	89	616.31	29894.72
jquery	True	1102	2.26	100009	34722	1	99.5	2.88	1533	119	1830.18	2021.38	1830.18	0.1459	0	92	100	99.2	90	14.84	79.7	26.57	0	1079.67	0	-0.012	3	481	287	45	87.4	18604.14
lit	True	712	2.21	59808	15719	1	98.81	3.8	1546	119	1544.6	1849.29	1544.6	0.055	0	99	96	100	90	14.1	69.8	23.27	0	1078.06	0	-0.001	8	1300	955	84	247.45	45970.31
lume-js	True	0	0	16495	5574	4	95.37	2.96	0	0	0	0	0	0	0	0	0	0	0	22.27	79.5	44.34	0	1061.01	44.8	-0.002	4	321	234	67	154.88	17543.75
preact	True	716	2.18	27622	10088	1	100	2.74	1024	104	1360.8	1666.2	1360.8	0.0001	0	99.8	100	100	90	15.05	10	3.33	0	1081.07	0	-0.007	12	776	461	101	585.8	25344.18
qwik	True	1170	2.25	91158	34628	13	100	2.63	1542	118	1417.08	2123.92	1417.08	1.0111	0	74	96	100	90	18.39	124.4	41.47	0	1088.15	0	-0.009	16	754	415	83	861.8	26425.59
react	True	1215	2.31	158538	50256	1	100	3.15	1022	105	1941.21	2246.72	1941.21	0.0001	71.8	95.4	100	100	90	16.92	99.6	33.2	0	1062.63	0	-0.012	13	762	438	90	634.69	24213.69
solid	True	1066	2.18	26458	9243	1	100	2.86	1539	119	1361.47	1546.51	1361.47	0.0001	0	99.4	100	100	90	16.55	64.8	11.63	0	1074.53	0	-0.007	12	786	458	98	581.44	26202.05
svelte	True	2803	2.27	117670	38609	11	68.6	3.05	1028	104	1666.1	2085.31	1666.1	0	0	98.2	100	96	90	15.36	79.7	26.57	0	1054.29	0	-0.003	12	797	405	101	690.76	16137.4
vanilla	True	0	0	20806	5480	3	100	3.8	0	0	1235.98	1536.31	1235.98	0.146	0	94	100	96	90	18.29	114.5	38.17	0	1074.72	0	-0.016	3	560	426	74	71.69	20768.9
vanjs	True	663	2.17	17211	5999	1	96.97	2.87	1024	104	1207.7	1387.95	1207.7	0.0001	0	100	100	100	90	14.75	59.8	19.93	0	1062.98	0	0.001	3	743	388	76	74.17	22895.14
vue	True	1259	2.23	76585	29349	1	100	2.61	1547	118	1660.23	1855.94	1660.23	0.0001	0	99	100	100	90	16.61	89.6	29.87	0	1075.92	0	-0.007	11	677	217	57	686.46	10853.47
