framework	build_time_success	build_time_ms	output_size_mb	total_size	total_gzipped	file_count	js_percentage	compression_ratio	startup_time_ms	hmr_avg_time_ms	fcp	lcp	speed_index	cls	tbt	performance	accessibility	best_practices	seo	memory_delta	peak_cpu	average_cpu	heap_delta	memory	cpu	mem_efficiency	files_count	physical_lines	logical_lines	cyclomatic_complexity	maintainability_index	halstead_volume
alpine	True	0	0	16446	5162	3	93.34	3.19	0	0	1851.65	2006.21	1851.65	0.0002	22.8	98	100	100	90	15.19	114.6	38.2	0	1396.47	0	-0.012	3	444	299	68	83.56	13776.09
angular	True	6124	2.32	158642	51430	1	100	3.08	5277	104	1956.95	2311.42	1956.95	0.0001	2	97	100	100	90	26.61	109.5	19.08	0	1384.15	0	-0.002	13	764	424	88	631.62	27036.12
astro	True	1331	2.17	11475	3814	1	100	3.01	2285	109	1210.23	1510.23	1210.23	0.0001	0	100	100	100	90	17.26	124.6	41.53	0	1362.13	0	-0.001	4	546	372	73	159.38	18153.98
geajs	True	931	2.19	32881	9964	1	98.43	3.3	1020	105	1519.46	1697.12	1519.46	0.0001	2.2	99	100	100	90	17.48	124.7	41.57	0	1433.05	0	-0.01	13	713	452	91	678.96	24340.98
jquery	True	1120	2.26	100009	34722	1	99.5	2.88	1031	107	1836.6	2019.2	1836.6	0.1459	0	92	100	99.2	90	17.98	119.4	20.73	0	1391.96	0	-0.006	3	481	287	45	87.4	18604.14
lit	True	712	2.21	59808	15719	1	98.81	3.8	1023	105	1546.3	1851.45	1546.3	0.055	0	99	96	100	90	21.61	124.5	41.5	0	1368.68	0	0.001	8	1300	955	84	247.45	45970.31
lume-js	True	0	0	16495	5574	4	95.37	2.96	0	0	1184.4	1703.75	1184.4	0.0001	0	100	100	100	100	15.85	99.6	17.43	0	1370.21	0	-0.003	4	321	234	67	154.88	17543.75
octane	True	1901	2.3	148231	46596	1	100	3.18	1020	105	1967.14	2264.31	1967.14	0.0002	0	97	100	100	90	17.63	124.5	41.5	0	1395.21	0	-0.006	12	741	421	89	579.82	24098.68
preact	True	715	2.18	27622	10088	1	100	2.74	1022	105	1357.85	1631.78	1357.85	0.0001	0	100	100	100	90	17.48	124.5	41.5	0	1377.57	0	-0.002	12	776	461	101	585.8	25344.18
qwik	True	1181	2.25	91158	34628	13	100	2.63	1030	107	1417.97	2125.99	1417.97	0.8073	0	79	96	100	90	18.21	119.6	39.87	0	1442.89	0	-0.003	16	754	415	83	861.8	26425.59
react	True	1259	2.31	158538	50256	1	100	3.15	1022	105	1940.01	2245.72	1940.01	0.0002	0	97.2	100	100	90	17.77	124.5	41.5	0	1370.93	0	-0.001	13	762	438	90	634.69	24213.69
solid	True	1077	2.18	26458	9243	1	100	2.86	1022	105	1393.87	1549.21	1393.87	0.0001	0	99.2	100	100	90	17.97	124.5	41.5	0	1378.58	0	-0.001	12	786	458	98	581.44	26202.05
svelte	True	2803	2.27	117668	38611	11	68.6	3.05	1664	120	1666.69	2086.11	1666.69	0	0	98.2	100	96	90	21.53	99.6	33.2	0	1366.18	0	0	12	797	405	101	690.76	16137.4
vanilla	True	0	0	20806	5480	3	100	3.8	0	0	1278.88	1550.31	1278.88	0.146	0	94	100	96	90	15.25	129.5	15.5	0	1371.38	0	-0.012	3	560	426	74	71.69	20768.9
vanjs	True	635	2.17	17211	5999	1	96.97	2.87	1023	105	1210.53	1393.6	1210.53	0.0001	0	100	100	100	90	15.92	119.6	39.87	0	1364.2	0	0.003	3	743	388	76	74.17	22895.14
vue	True	1289	2.23	76585	29349	1	100	2.61	1022	105	1658.75	1853.33	1658.75	0.0001	0	99	100	100	90	17.81	124.6	41.53	0	1386.75	0	-0.001	11	677	217	57	686.46	10853.47
