framework	build_time_success	build_time_ms	output_size_mb	total_size	total_gzipped	file_count	js_percentage	compression_ratio	startup_time_ms	hmr_avg_time_ms	fcp	lcp	speed_index	cls	tbt	performance	accessibility	best_practices	seo	memory_delta	peak_cpu	average_cpu	heap_delta	memory	cpu	mem_efficiency	files_count	physical_lines	logical_lines	cyclomatic_complexity	maintainability_index	halstead_volume
alpine	True	0	0	16446	5162	3	93.34	3.19	0	0	1772.33	2026.54	1772.33	0.0002	28.8	98.2	100	100	90	18.8	69.7	23.23	0	1400.2	0	-0.006	3	444	299	68	83.56	13776.09
angular	True	6591	2.32	158642	51430	1	100	3.08	5496	104	1959.77	2318.86	1959.77	0.0001	8	97	100	100	90	25.76	69.6	23.2	0	1411.27	0	-0.001	13	764	424	88	631.62	27036.12
astro	True	1398	2.17	11475	3814	1	100	3.01	2292	109	1207.71	1507.71	1207.71	0	0	100	100	100	90	17.84	64.8	11.63	0	1418.78	0	-0.001	4	546	372	73	159.38	18153.98
geajs	True	971	2.19	32881	9964	1	98.43	3.3	1020	105	1512.7	1697.66	1512.7	0.0001	5.6	99	100	100	90	18.24	59.6	10.77	0	1404.25	0	-0.001	13	713	452	91	678.96	24340.98
jquery	True	1156	2.26	100009	34722	1	99.5	2.88	1032	107	1841.1	2025.56	1841.1	0.1459	0	92	100	99.2	90	17.92	69.8	23.27	0	1391.1	0	-0.006	3	481	287	45	87.4	18604.14
lit	True	746	2.21	59808	15719	1	98.81	3.8	1022	105	1544.85	1848.78	1544.85	0.055	1	99	96	100	90	18.04	74.7	24.9	0	1396.18	0	0.001	8	1300	955	84	247.45	45970.31
lume-js	True	0	0	16495	5574	4	95.37	2.96	0	0	1252.4	1685.14	1252.4	0.0002	0	99.8	100	100	100	27.13	79.8	26.6	0	1393.72	0	-0.002	4	321	234	67	154.88	17543.75
octane	True	2044	2.3	148231	46596	1	100	3.18	1022	105	1999.82	2266.53	1999.82	0.0002	0	97	100	100	90	15.14	74.8	24.93	0	1370.7	0	-0.007	12	741	421	89	579.82	24098.68
preact	True	754	2.18	27622	10088	1	100	2.74	1023	105	1338.37	1643.35	1338.37	0.0001	0	99.6	100	100	90	17.87	69.8	12.47	0	1368.49	0	-0.002	12	776	461	101	585.8	25344.18
qwik	True	1235	2.25	91158	34628	13	100	2.63	1032	107	1387.91	2126.65	1387.91	0.997	0	74	96	100	90	17.5	69.8	8.87	0	1380.84	0	-0.003	16	754	415	83	861.8	26425.59
react	True	1272	2.31	158538	50256	1	100	3.15	1023	105	1948.48	2254.01	1948.48	0.0001	54	96	100	100	90	21.57	74.6	13.27	0	1386.77	0	-0.001	13	762	438	90	634.69	24213.69
solid	True	1099	2.18	26458	9243	1	100	2.86	1023	105	1370.52	1555.38	1370.52	0.0001	0	99.6	100	100	90	15.93	54.7	7.19	0	1401.02	0	-0.003	12	786	458	98	581.44	26202.05
svelte	True	2968	2.27	117668	38613	11	68.6	3.05	1736	120	1667.44	2086.93	1667.44	0	0	98.2	100	96	90	17.5	74.6	24.87	0	1371.58	0	-0.002	12	797	405	101	690.76	16137.4
vanilla	True	0	0	20806	5480	3	100	3.8	0	0	1249.27	1550.63	1249.27	0.146	0	94	100	96	90	17.9	59.7	19.9	0	1389.16	0	-0.006	3	560	426	74	71.69	20768.9
vanjs	True	648	2.17	17211	5999	1	96.97	2.87	1024	105	1210.31	1394.06	1210.31	0.0001	0	100	100	100	90	18.13	64.7	8.3	0	1396.54	0	0.005	3	743	388	76	74.17	22895.14
vue	True	1322	2.23	76585	29349	1	100	2.61	1023	105	1638.86	1865.79	1638.86	0.0001	0	99	100	100	90	17.66	64.8	21.6	0	1372.68	0	-0.001	11	677	217	57	686.46	10853.47
