framework	build_time_success	build_time_ms	output_size_mb	total_size	total_gzipped	file_count	js_percentage	compression_ratio	startup_time_ms	hmr_avg_time_ms	fcp	lcp	speed_index	cls	tbt	performance	accessibility	best_practices	seo	memory_delta	peak_cpu	average_cpu	heap_delta	memory	cpu	mem_efficiency	files_count	physical_lines	logical_lines	cyclomatic_complexity	maintainability_index	halstead_volume
alpine	True	0	0	16446	5162	3	93.34	3.19	0	0	1473.52	2036.33	1473.52	0.0002	30.4	98.8	100	100	90	16.66	114.5	38.17	0	1030.64	0	-0.019	3	444	299	68	83.56	13776.09
angular	True	6845	2.36	193581	61947	3	90.45	3.12	5494	104	1767.72	2256.86	1767.72	0.0001	10.6	97.4	100	100	90	18.05	139.3	46.43	0	1021.94	0	-0.008	13	859	484	89	616.31	29894.72
jquery	True	1154	2.26	100009	34722	1	99.5	2.88	1578	119	1840.42	2026.73	1840.42	0.1459	0	92	100	99.2	90	17.94	109.5	36.5	0	1016.65	0	-0.011	3	481	287	45	87.4	18604.14
lit	True	732	2.21	59808	15719	1	98.81	3.8	1605	119	1549.84	1855.96	1549.84	0.055	4.2	99	96	100	90	18.36	124.5	41.5	0	1017.24	0	-0.001	8	1300	955	84	247.45	45970.31
lume-js	True	0	0	16495	5574	4	95.37	2.96	0	0	0	0	0	0	0	0	0	0	0	28.66	198.6	55.94	0	1001.9	44.8	-0.002	4	321	234	67	154.88	17543.75
preact	True	748	2.18	27622	10088	1	100	2.74	1024	105	1363.26	1671.79	1363.26	0.0001	0	99.6	100	100	90	17.17	134.3	44.77	0	1011.79	0	-0.009	12	776	461	101	585.8	25344.18
qwik	True	1248	2.25	91158	34628	13	100	2.63	1556	117	1418.01	2129.09	1418.01	0.9992	0	74	96	100	90	18.3	134.5	44.83	0	1010.93	0	-0.006	16	754	415	83	861.8	26425.59
react	True	1325	2.31	158538	50256	1	100	3.15	1023	105	1943.68	2249.31	1943.68	0.0002	39.8	96.6	100	100	90	18.65	114.4	38.13	0	1006.77	0	-0.007	13	762	438	90	634.69	24213.69
solid	True	1115	2.18	26458	9243	1	100	2.86	1572	120	1394.7	1550.15	1394.7	0.0001	0	99	100	100	90	18.08	129.2	43.07	0	1007.98	0	-0.005	12	786	458	98	581.44	26202.05
svelte	True	2965	2.27	117668	38610	11	68.6	3.05	1036	104	1669.16	2117.21	1669.16	0	0	98	100	96	90	18.27	99.6	33.2	0	1007.97	0	-0.005	12	797	405	101	690.76	16137.4
vanilla	True	0	0	20806	5480	3	100	3.8	0	0	1280.07	1544.3	1280.07	0.1461	0	94	100	96	90	18.39	139.4	46.47	0	1002.02	0	-0.017	3	560	426	74	71.69	20768.9
vanjs	True	644	2.17	17211	5999	1	96.97	2.87	1026	104	1213.21	1398.41	1213.21	0.0001	0	100	100	100	90	16.58	129.1	43.03	0	1008.75	0	0.001	3	743	388	76	74.17	22895.14
vue	True	1307	2.23	76585	29349	1	100	2.61	1569	119	1660.57	1859.26	1660.57	0.0001	0	99	100	100	90	17.8	149.4	49.8	0	1007	0	-0.005	11	677	217	57	686.46	10853.47
