framework	build_time_success	build_time_ms	output_size_mb	total_size	total_gzipped	file_count	js_percentage	compression_ratio	startup_time_ms	hmr_avg_time_ms	fcp	lcp	speed_index	cls	tbt	performance	accessibility	best_practices	seo	memory_delta	peak_cpu	average_cpu	heap_delta	memory	cpu	mem_efficiency	files_count	physical_lines	logical_lines	cyclomatic_complexity	maintainability_index	halstead_volume
alpine	True	0	0	16446	5162	3	93.34	3.19	0	0	1568.64	2020.25	1568.64	0.0001	30.8	98.6	100	100	90	14.65	114.6	38.2	0	1056.27	0	-0.016	3	444	299	68	83.56	13776.09
angular	True	7018	2.4	235945	71051	1	92.17	3.32	5692	104	1803.21	2476.02	1803.21	0.0001	21.2	96	100	100	90	12.8	94.4	31.47	0	1053.31	0	-0.006	13	888	489	89	604.48	30872.93
jquery	True	1181	2.26	100009	34722	1	99.5	2.88	1547	118	1847.66	2024.99	1847.66	0.1459	0.1	92	100	99.2	90	14.66	94.6	16.6	0	1063.64	0	-0.012	3	481	287	45	87.4	18604.14
lit	True	756	2.21	59808	15719	1	98.81	3.8	1569	118	1544.74	1849.11	1544.74	0.055	3.8	99	96	100	90	12.62	74.4	24.8	0	1054.13	0	-0.002	8	1300	955	84	247.45	45970.31
lume-js	True	0	0	16495	5574	4	95.37	2.96	0	0	0	0	0	0	0	0	0	0	0	18.21	179.1	50.58	0	1046.92	39.8	-0.003	4	321	234	67	154.88	17543.75
preact	True	740	2.18	27622	10088	1	100	2.74	1024	104	1360.01	1665.02	1360.01	0.0001	0	99.8	100	100	90	13.43	94.3	16.55	0	1041.18	0	-0.007	12	776	461	101	585.8	25344.18
qwik	True	1220	2.25	91158	34628	13	100	2.63	1566	118	1417.06	2125.08	1417.06	0.8074	0	79	96	100	90	13.39	119.6	39.87	0	1063.71	0	-0.008	16	754	415	83	861.8	26425.59
react	True	1268	2.31	158538	50256	1	100	3.15	1023	105	1944.31	2249.17	1944.31	0.0001	200.4	92.8	100	100	90	15.02	79.6	26.53	0	1049.86	0	-0.009	13	762	438	90	634.69	24213.69
solid	True	1099	2.18	26458	9243	1	100	2.86	1569	119	1360.05	1545.17	1360.05	0.0001	0	99.6	100	100	90	13.24	64.6	11.6	0	1053.46	0	-0.007	12	786	458	98	581.44	26202.05
svelte	True	2858	2.27	117668	38611	11	68.6	3.05	1025	104	1666.79	2085.33	1666.79	0	0	98.2	100	96	90	14.17	119.6	39.87	0	1044.5	0	-0.003	12	797	405	101	690.76	16137.4
vanilla	True	0	0	20806	5480	3	100	3.8	0	0	1252.4	1548.73	1252.4	0.1461	0	94	100	96	90	13.06	119.3	39.77	0	1052.86	0	-0.014	3	560	426	74	71.69	20768.9
vanjs	True	641	2.17	17211	5999	1	96.97	2.87	1024	104	1209.76	1391.45	1209.76	0.0001	0	100	100	100	90	14.63	99.5	33.17	0	1043.16	0	0.003	3	743	388	76	74.17	22895.14
vue	True	1339	2.23	76585	29349	1	100	2.61	1552	118	1659.71	1855.97	1659.71	0.0001	0	99	100	100	90	15.2	114.6	38.2	0	1055.52	0	-0.005	11	677	217	57	686.46	10853.47
