framework	build_time_success	build_time_ms	output_size_mb	total_size	total_gzipped	file_count	js_percentage	compression_ratio	startup_time_ms	hmr_avg_time_ms	fcp	lcp	speed_index	cls	tbt	performance	accessibility	best_practices	seo	memory_delta	peak_cpu	average_cpu	heap_delta	memory	cpu	mem_efficiency	files_count	physical_lines	logical_lines	cyclomatic_complexity	maintainability_index	halstead_volume
alpine	True	0	0	16446	5162	3	93.34	3.19	0	0	1765.1	2021.99	1765.1	0.0002	28.6	98.2	100	100	90	18.25	84.6	14.93	0	1463.73	0	-0.011	3	444	299	68	83.56	13776.09
angular	True	6400	2.32	158642	51430	1	100	3.08	5494	104	1958.36	2314.74	1958.36	0.0001	5.8	97	100	100	90	27.55	104.6	34.87	0	1385.96	0	-0.003	13	764	424	88	631.62	27036.12
astro	True	1386	2.17	11475	3814	1	100	3.01	2287	109	1180.17	1510.17	1180.17	0.0001	0	100	100	100	90	16.53	119.3	39.77	0	1375.56	0	-0.006	4	546	372	73	159.38	18153.98
geajs	True	963	2.19	32881	9964	1	98.43	3.3	1020	105	1514.38	1701.87	1514.38	0.0001	0.8	99	100	100	90	17.44	94.6	16.6	0	1389.56	0	-0.006	13	713	452	91	678.96	24340.98
jquery	True	1141	2.26	100009	34722	1	99.5	2.88	1035	107	1830.12	2017.29	1830.12	0.1459	0	92	100	99.2	90	19.2	109.5	36.5	0	1394.39	0	-0.008	3	481	287	45	87.4	18604.14
lit	True	719	2.21	59808	15719	1	98.81	3.8	1022	104	1550.37	1856.35	1550.37	0.055	1.2	99	96	100	90	18.89	114.4	38.13	0	1376.52	0	0	8	1300	955	84	247.45	45970.31
lume-js	True	0	0	16495	5574	4	95.37	2.96	0	0	1213.01	1694.37	1213.01	0.0002	0	100	100	100	100	18.69	124.3	41.43	0	1457.68	0	-0.003	4	321	234	67	154.88	17543.75
octane	True	2043	2.3	148231	46596	1	100	3.18	1021	105	2001.03	2268.05	2001.03	0.0002	0	97	100	100	90	19.29	134.5	44.83	0	1403.89	0	-0.006	12	741	421	89	579.82	24098.68
preact	True	736	2.18	27622	10088	1	100	2.74	1023	105	1363.17	1671.76	1432.49	0.0001	0	99.4	100	100	90	18.55	114.2	19.87	0	1396.34	0	-0.003	12	776	461	101	585.8	25344.18
qwik	True	1226	2.25	91158	34628	13	100	2.63	1032	106	1432.87	2125.96	1432.87	0.6165	0	83.8	96	100	90	18.8	104.3	18.22	0	1453.89	0	-0.005	16	754	415	83	861.8	26425.59
react	True	1265	2.31	158538	50256	1	100	3.15	1023	105	1943.2	2247.19	1943.2	0.0002	84.1	95	100	100	90	18.86	104.5	34.83	0	1394.3	0	-0.003	13	762	438	90	634.69	24213.69
solid	True	1089	2.18	26458	9243	1	100	2.86	1022	105	1361.6	1546.49	1361.6	0.0001	0	99.4	100	100	90	17.21	114.2	38.07	0	1381.68	0	-0.004	12	786	458	98	581.44	26202.05
svelte	True	2918	2.27	117668	38606	11	68.6	3.05	1709	121	1668.71	2086.03	1668.71	0	0	98.2	100	96	90	18.75	139.3	46.43	0	1370.84	0	-0.002	12	797	405	101	690.76	16137.4
vanilla	True	0	0	20806	5480	3	100	3.8	0	0	1278.38	1530.84	1278.38	0.146	0	94	100	96	90	18.47	99.5	18.25	0	1393.81	0	-0.008	3	560	426	74	71.69	20768.9
vanjs	True	648	2.17	17211	5999	1	96.97	2.87	1024	104	1216	1402.2	1216	0.0001	0	100	100	100	90	18.3	129.5	22.42	0	1394.13	0	0.002	3	743	388	76	74.17	22895.14
vue	True	1309	2.23	76585	29349	1	100	2.61	1022	104	1627.28	1853.12	1627.28	0.0001	0	99	100	100	90	19.13	139.1	46.37	0	1386.91	0	-0.004	11	677	217	57	686.46	10853.47
