framework	build_time_success	build_time_ms	output_size_mb	total_size	total_gzipped	file_count	js_percentage	compression_ratio	startup_time_ms	hmr_avg_time_ms	fcp	lcp	speed_index	cls	tbt	performance	accessibility	best_practices	seo	memory_delta	peak_cpu	average_cpu	heap_delta	memory	cpu	mem_efficiency	files_count	physical_lines	logical_lines	cyclomatic_complexity	maintainability_index	halstead_volume
alpine	True	0	0	16446	5162	3	93.34	3.19	0	0	1777.63	2032.53	1777.63	0.0002	29.2	98.2	100	100	90	17.78	129.3	43.1	0	1086.17	0	-0.015	3	444	299	68	83.56	13776.09
angular	True	6251	2.36	193581	61947	3	90.45	3.12	5283	104	1759.11	2284.13	1759.11	0.0001	8	97.2	100	100	90	16.55	34.9	11.63	0	1079.02	0	-0.007	13	859	484	89	616.31	29894.72
astro	True	1308	2.17	11475	3814	1	100	3.01	2286	109	1180.29	1510.29	1180.29	0.0001	0	100	100	100	90	17.01	114.6	38.2	0	1068.34	0	-0.003	4	546	372	73	159.38	18153.98
jquery	True	1101	2.26	100009	34722	1	99.5	2.88	1032	107	1835.27	2031.4	1835.27	0.1459	0.4	92	100	99.2	90	17.59	74.7	24.9	0	1068.55	0	-0.013	3	481	287	45	87.4	18604.14
lit	True	708	2.21	59808	15719	1	98.81	3.8	1023	104	1555.3	1861.15	1555.3	0.055	1	99	96	100	90	17.38	114.4	38.13	0	1077.25	0	-0.003	8	1300	955	84	247.45	45970.31
lume-js	True	0	0	16495	5574	4	95.37	2.96	0	0	0	0	0	0	0	0	0	0	0	22.57	204.1	54.73	0	1074.71	44.8	-0.005	4	321	234	67	154.88	17543.75
preact	True	713	2.18	27622	10088	1	100	2.74	1023	105	1340.4	1645.9	1340.4	0.0001	0	99.8	100	100	90	18.68	109.5	36.5	0	1080.44	0	-0.007	12	776	461	101	585.8	25344.18
qwik	True	1170	2.25	91158	34628	13	100	2.63	1030	106	1404.87	2133.62	1404.87	1.0046	0	74	96	100	90	17.71	104.5	34.83	0	1085.27	0	-0.008	16	754	415	83	861.8	26425.59
react	True	1250	2.31	158538	50256	1	100	3.15	1022	105	1942.97	2248.66	1942.97	0.0002	53	96	100	100	90	16.53	113.2	37.73	0	1074.83	0	-0.008	13	762	438	90	634.69	24213.69
solid	True	1066	2.18	26458	9243	1	100	2.86	1022	105	1342.9	1557.64	1342.9	0.0001	0	99.4	100	100	90	17.7	129.5	22.42	0	1077.6	0	-0.007	12	786	458	98	581.44	26202.05
svelte	True	2793	2.27	117670	38610	11	68.6	3.05	1666	121	1686.72	2025.8	1686.72	0	0	98.4	100	96	90	17.81	134.4	44.8	0	1059.82	0	-0.005	12	797	405	101	690.76	16137.4
vanilla	True	0	0	20806	5480	3	100	3.8	0	0	1246.03	1543.24	1246.03	0.146	0	94	100	96	90	17.54	64.7	11.62	0	1062.11	0	-0.013	3	560	426	74	71.69	20768.9
vanjs	True	623	2.17	17211	5999	1	96.97	2.87	1023	105	1213.45	1397.77	1213.45	0.0001	0	100	100	100	90	17.68	129.5	43.17	0	1073.37	0	0.002	3	743	388	76	74.17	22895.14
vue	True	1279	2.23	76585	29349	1	100	2.61	1022	104	1659.9	1862.86	1659.9	0.0001	0.2	99	100	100	90	17.6	109.5	36.5	0	1069.88	0	-0.008	11	677	217	57	686.46	10853.47
