framework	build_time_success	build_time_ms	output_size_mb	total_size	total_gzipped	file_count	js_percentage	compression_ratio	startup_time_ms	hmr_avg_time_ms	fcp	lcp	speed_index	cls	tbt	performance	accessibility	best_practices	seo	memory_delta	peak_cpu	average_cpu	heap_delta	memory	cpu	mem_efficiency	files_count	physical_lines	logical_lines	cyclomatic_complexity	maintainability_index	halstead_volume
alpine	True	0	0	16446	5162	3	93.34	3.19	0	0	1764.6	2024.97	1764.6	0.0001	30.6	98.2	100	100	90	14.21	124.3	41.43	0	1413.23	0	-0.011	3	444	299	68	83.56	13776.09
angular	True	6655	2.32	158642	51430	1	100	3.08	5904	105	1959.38	2320.47	1959.38	0.0001	9.8	97	100	100	90	21.17	124.4	21.57	0	1389.45	0	-0.004	13	764	424	88	631.62	27036.12
astro	True	1457	2.17	11475	3814	1	100	3.01	2298	110	1210.08	1510.08	1210.08	0.0001	0	100	100	100	90	14.63	129.2	22.37	0	1397.62	0	-0.003	4	546	372	73	159.38	18153.98
geajs	True	1007	2.19	32881	9964	1	98.43	3.3	1020	106	1547.99	1705.78	1547.99	0.0001	7.4	99	100	100	90	18.48	119	39.67	0	1410.57	0	-0.009	13	713	452	91	678.96	24340.98
jquery	True	1210	2.26	100009	34722	1	99.5	2.88	1036	108	1848.61	2024.51	1848.61	0.1459	0.8	92	100	99.2	90	14.63	124.4	41.47	0	1404.44	0	-0.008	3	481	287	45	87.4	18604.14
lit	True	764	2.21	59808	15719	1	98.81	3.8	1024	105	1549.82	1855.33	1549.82	0.055	4	99	96	100	90	17.79	104.6	34.87	0	1397.12	0	-0.003	8	1300	955	84	247.45	45970.31
lume-js	True	0	0	16495	5574	4	95.37	2.96	0	0	1212.58	1683.13	1212.58	0.0002	0	100	100	100	100	14.78	129.2	15.47	0	1398.27	0	-0.003	4	321	234	67	154.88	17543.75
octane	True	2110	2.3	148231	46596	1	100	3.18	1022	106	2003.32	2268.18	2003.32	0.0002	0	97	100	100	90	12.48	114.4	38.13	0	1380.56	0	-0.009	12	741	421	89	579.82	24098.68
preact	True	771	2.18	27622	10088	1	100	2.74	1023	105	1360.17	1665.25	1360.17	0.0001	0	99.8	100	100	90	15.03	129.3	22.38	0	1394.34	0	-0.003	12	776	461	101	585.8	25344.18
qwik	True	1304	2.25	91158	34628	13	100	2.63	1032	107	1403.43	2128.07	1403.43	1.0091	0	74	96	100	90	14.66	124.4	41.47	0	1417.89	0	-0.004	16	754	415	83	861.8	26425.59
react	True	1339	2.31	158538	50256	1	100	3.15	1023	105	1950.59	2256.28	1950.59	0.0002	86.5	94.8	100	100	90	14.2	94.4	31.47	0	1401.02	0	-0.007	13	762	438	90	634.69	24213.69
solid	True	1169	2.18	26458	9243	1	100	2.86	1024	105	1395.67	1552.71	1395.67	0.0001	0	99.2	100	100	90	19.95	134.4	44.8	0	1406.68	0	-0.002	12	786	458	98	581.44	26202.05
svelte	True	3072	2.27	117668	38609	11	68.6	3.05	1927	122	1672.55	2102.49	1672.55	0	0	98.2	100	96	90	16.39	134.4	44.8	0	1398.93	0	-0.002	12	797	405	101	690.76	16137.4
vanilla	True	0	0	20806	5480	3	100	3.8	0	0	1282.01	1537.28	1282.01	0.1461	0	94	100	96	90	14.63	104.2	34.73	0	1396.55	0	-0.008	3	560	426	74	71.69	20768.9
vanjs	True	681	2.17	17211	5999	1	96.97	2.87	1024	105	1213.84	1401.35	1213.84	0.0001	0	100	100	100	90	14.58	129.3	43.1	0	1392.47	0	0.002	3	743	388	76	74.17	22895.14
vue	True	1398	2.23	76585	29349	1	100	2.61	1024	105	1632.98	1862.86	1632.98	0.0001	0	99	100	100	90	13.58	129.1	22.35	0	1413.92	0	-0.004	11	677	217	57	686.46	10853.47
