framework	build_time_success	build_time_ms	output_size_mb	total_size	total_gzipped	file_count	js_percentage	compression_ratio	startup_time_ms	hmr_avg_time_ms	fcp	lcp	speed_index	cls	tbt	performance	accessibility	best_practices	seo	memory_delta	peak_cpu	average_cpu	heap_delta	memory	cpu	mem_efficiency	files_count	physical_lines	logical_lines	cyclomatic_complexity	maintainability_index	halstead_volume
alpine	True	0	0	16446	5162	3	93.34	3.19	0	0	1768.34	2023.85	1768.34	0.0002	28.4	98.2	100	100	90	13.39	129.5	43.17	0	1091.67	0	-0.018	3	444	299	68	83.56	13776.09
angular	True	6485	2.32	158642	51430	1	100	3.08	5491	104	1959.1	2321.05	1959.1	0.0001	10	97	100	100	90	12.56	124.4	43.13	0	1072.09	0	-0.008	13	764	424	88	631.62	27036.12
astro	True	1437	2.17	11475	3814	1	100	3.01	2320	110	1211.4	1511.4	1211.4	0.0001	0	100	100	100	90	16.73	134.4	44.8	0	1078.15	0	-0.005	4	546	372	73	159.38	18153.98
geajs	True	977	2.19	32881	9964	1	98.43	3.3	1022	105	1451.39	1696.39	1451.39	0.0001	2	99	100	100	90	13.71	104.5	34.83	0	1079.57	0	-0.016	13	713	452	91	678.96	24340.98
jquery	True	1169	2.26	100009	34722	1	99.5	2.88	1034	107	1822.4	2027.49	1822.4	0.1459	0	92	100	99.2	90	13.87	124.4	41.47	0	1082.69	0	-0.014	3	481	287	45	87.4	18604.14
lit	True	731	2.21	59808	15719	1	98.81	3.8	1023	105	1548.65	1855.67	1548.65	0.055	3.2	99	96	100	90	13.7	124.6	41.53	0	1083.64	0	-0.003	8	1300	955	84	247.45	45970.31
lume-js	True	0	0	16495	5574	4	95.37	2.96	0	0	0	0	0	0	0	0	0	0	0	28.09	194.1	52.66	0	1063.32	34.9	-0.001	4	321	234	67	154.88	17543.75
preact	True	730	2.18	27622	10088	1	100	2.74	1023	105	1358.03	1662.05	1358.03	0.0001	0	100	100	100	90	15.52	124.5	21.58	0	1069.01	0	-0.009	12	776	461	101	585.8	25344.18
qwik	True	1242	2.25	91158	34628	13	100	2.63	1030	107	1432.19	2123.77	1432.19	0.4147	0	88.8	96	100	90	13.58	109.5	36.5	0	1082.21	0	-0.006	16	754	415	83	861.8	26425.59
react	True	1280	2.31	158538	50256	1	100	3.15	1023	105	1940.27	2244.8	1940.27	0.0001	88.8	94.8	100	100	90	12.51	109.5	36.5	0	1065.52	0	-0.013	13	762	438	90	634.69	24213.69
solid	True	1119	2.18	26458	9243	1	100	2.86	1023	105	1362.06	1547.79	1362.06	0.0001	0	99.2	100	100	90	14.46	129.4	43.13	0	1072.84	0	-0.008	12	786	458	98	581.44	26202.05
svelte	True	2869	2.27	117670	38613	11	68.6	3.05	1739	119	1670.26	2119.36	1670.26	0	0	98	100	96	90	13.82	114.4	38.13	0	1063.12	0	-0.003	12	797	405	101	690.76	16137.4
vanilla	True	0	0	20806	5480	3	100	3.8	0	0	1244.91	1545.75	1244.91	0.146	0	94	100	96	90	13.8	114.4	19.9	0	1078.9	0	-0.014	3	560	426	74	71.69	20768.9
vanjs	True	644	2.17	17211	5999	1	96.97	2.87	1024	105	1209.08	1392.42	1209.08	0.0001	0	100	100	100	90	12.52	119.5	39.83	0	1065.22	0	0.001	3	743	388	76	74.17	22895.14
vue	True	1338	2.23	76585	29349	1	100	2.61	1023	105	1658.89	1854.34	1658.89	0.0001	0	99	100	100	90	12.18	129.3	43.1	0	1077.76	0	-0.007	11	677	217	57	686.46	10853.47
