framework	build_time_success	build_time_ms	output_size_mb	total_size	total_gzipped	file_count	js_percentage	compression_ratio	startup_time_ms	hmr_avg_time_ms	fcp	lcp	speed_index	cls	tbt	performance	accessibility	best_practices	seo	memory_delta	peak_cpu	average_cpu	heap_delta	memory	cpu	mem_efficiency	files_count	physical_lines	logical_lines	cyclomatic_complexity	maintainability_index	halstead_volume
alpine	True	0	0	16446	5162	3	93.34	3.19	0	0	1764.9	2019.73	1764.9	0.0001	28.8	98.2	100	100	90	17.91	89.5	29.83	0	1081.9	0	-0.017	3	444	299	68	83.56	13776.09
angular	True	6411	2.36	193581	61947	3	90.45	3.12	5488	104	1759.41	2254.73	1759.41	0.0001	8.6	97.4	100	100	90	13.35	69.7	12.45	0	1082.28	0	-0.007	13	859	484	89	616.31	29894.72
astro	True	1378	2.17	11475	3814	1	100	3.01	2293	109	1177.41	1507.41	1177.41	0.0001	0	100	100	100	90	12.86	74.8	24.93	0	1072.4	0	-0.005	4	546	372	73	159.38	18153.98
jquery	True	1152	2.26	100009	34722	1	99.5	2.88	1034	107	1837.53	2018.89	1837.53	0.1459	0	92	100	99.2	90	12.88	64.8	11.63	0	1067.5	0	-0.014	3	481	287	45	87.4	18604.14
lit	True	738	2.21	59808	15719	1	98.81	3.8	1023	104	1544.62	1848.73	1544.62	0.055	1.2	99	96	100	90	13.17	74.7	24.9	0	1074.04	0	-0.005	8	1300	955	84	247.45	45970.31
lume-js	True	0	0	16495	5574	4	95.37	2.96	0	0	0	0	0	0	0	0	0	0	0	18.02	114.4	43.12	0	1078.43	44.8	-0.001	4	321	234	67	154.88	17543.75
preact	True	739	2.18	27622	10088	1	100	2.74	1022	105	1361.38	1667.07	1361.38	0.0001	0	99.6	100	100	90	13.09	49.8	9.13	0	1065.26	0	-0.007	12	776	461	101	585.8	25344.18
qwik	True	1231	2.25	91158	34628	13	100	2.63	1032	107	1433.64	2127.36	1433.64	0.5949	0	83.8	96	100	90	12.55	64.7	21.57	0	1070.59	0	-0.008	16	754	415	83	861.8	26425.59
react	True	1274	2.31	158538	50256	1	100	3.15	1023	105	1944.92	2250.77	1944.92	0.0002	65	95.6	100	100	90	12.72	64.8	21.6	0	1060.37	0	-0.006	13	762	438	90	634.69	24213.69
solid	True	1106	2.18	26458	9243	1	100	2.86	1022	105	1390.36	1545.14	1390.36	0.0001	0	99.6	100	100	90	17.1	54.8	18.27	0	1076.66	0	-0.008	12	786	458	98	581.44	26202.05
svelte	True	2906	2.27	117670	38610	11	68.6	3.05	1742	119	1639.41	2118.56	1639.41	0	0	98.2	100	96	90	13.4	69.8	23.27	0	1051.1	0	-0.006	12	797	405	101	690.76	16137.4
vanilla	True	0	0	20806	5480	3	100	3.8	0	0	1242.84	1548.92	1242.84	0.146	0	94	100	96	90	14.1	69.7	23.23	0	1076.95	0	-0.015	3	560	426	74	71.69	20768.9
vanjs	True	667	2.17	17211	5999	1	96.97	2.87	1023	105	1213.89	1397.64	1213.89	0.0001	0	100	100	100	90	13.3	59.8	19.93	0	1072.77	0	0.002	3	743	388	76	74.17	22895.14
vue	True	1318	2.23	76585	29349	1	100	2.61	1022	104	1658.73	1855.29	1658.73	0.0001	0	99	100	100	90	13.06	69.8	23.27	0	1071.38	0	-0.007	11	677	217	57	686.46	10853.47
