framework	build_time_success	build_time_ms	output_size_mb	total_size	total_gzipped	file_count	js_percentage	compression_ratio	startup_time_ms	hmr_avg_time_ms	fcp	lcp	speed_index	cls	tbt	performance	accessibility	best_practices	seo	memory_delta	peak_cpu	average_cpu	heap_delta	memory	cpu	mem_efficiency	files_count	physical_lines	logical_lines	cyclomatic_complexity	maintainability_index	halstead_volume
alpine	True	0	0	16446	5162	3	93.34	3.19	0	0	1777.94	2039.57	1777.94	0.0001	19.7	98.2	100	100	90	14.7	69.8	23.27	0	1071.71	0	-0.014	3	444	299	68	83.56	13776.09
angular	True	6727	2.4	235945	71051	1	92.17	3.32	5906	105	1803.94	2475.5	1803.94	0.0001	19.6	96	100	100	90	14.8	114.7	38.23	0	1049.06	0	-0.003	13	888	489	89	604.48	30872.93
jquery	True	1108	2.26	100009	34722	1	99.5	2.88	1587	117	1811	2004.9	1811	0.1459	1.6	92.2	100	99.2	90	14.07	69.8	12.47	0	1052.5	0	-0.011	3	481	287	45	87.4	18604.14
lit	True	720	2.21	59808	15719	1	98.81	3.8	1562	118	1544.5	1848.86	1544.5	0.055	0	99	96	100	90	14.18	79.8	26.6	0	1064.09	0	-0.002	8	1300	955	84	247.45	45970.31
lume-js	True	0	0	16495	5574	4	95.37	2.96	0	0	0	0	0	0	0	0	0	0	0	21.58	179.2	51.02	0	1043.41	44.8	-0.003	4	321	234	67	154.88	17543.75
preact	True	681	2.18	27622	10088	1	100	2.74	1024	105	1357.63	1661.45	1357.63	0.0001	0	100	100	100	90	13.1	119.6	39.87	0	1058.85	0	-0.006	12	776	461	101	585.8	25344.18
qwik	True	1181	2.25	91158	34628	13	100	2.63	1505	118	1417.15	2125.09	1417.15	0.8011	0	79	96	100	90	13.12	124.6	41.53	0	1068.47	0	-0.005	16	754	415	83	861.8	26425.59
react	True	1209	2.31	158538	50256	1	100	3.15	1023	106	1944.42	2249.53	1944.42	0.0001	55.1	96	100	100	90	13.71	94.6	16.6	0	1051.76	0	-0.004	13	762	438	90	634.69	24213.69
solid	True	1053	2.18	26458	9243	1	100	2.86	1556	119	1389.06	1542.59	1389.06	0.0001	0	99.6	100	100	90	14.79	104.6	34.87	0	1061.32	0	-0.004	12	786	458	98	581.44	26202.05
svelte	True	2727	2.27	117666	38607	11	68.6	3.05	1029	106	1668.9	2087.16	1668.9	0	0	98.2	100	96	90	12.73	109.6	36.53	0	1037.24	0	-0.004	12	797	405	101	690.76	16137.4
vanilla	True	0	0	20806	5480	3	100	3.8	0	0	1243.85	1539.2	1243.85	0.146	0	94	100	96	90	14.55	89.7	29.9	0	1052.84	0	-0.011	3	560	426	74	71.69	20768.9
vanjs	True	651	2.17	17211	5999	1	96.97	2.87	1023	106	1212.25	1400.57	1212.25	0.0001	0	100	100	100	90	14.79	89.7	29.9	0	1045.14	0	0.003	3	743	388	76	74.17	22895.14
vue	True	1264	2.23	76585	29349	1	100	2.61	1544	117	1657.38	1854.07	1657.38	0.0001	0	99	100	100	90	14.44	119.7	39.9	0	1046.86	0	-0.006	11	677	217	57	686.46	10853.47
