framework	build_time_success	build_time_ms	output_size_mb	total_size	total_gzipped	file_count	js_percentage	compression_ratio	startup_time_ms	hmr_avg_time_ms	fcp	lcp	speed_index	cls	tbt	performance	accessibility	best_practices	seo	memory_delta	peak_cpu	average_cpu	heap_delta	memory	cpu	mem_efficiency	files_count	physical_lines	logical_lines	cyclomatic_complexity	maintainability_index	halstead_volume
alpine	True	0	0	16446	5162	3	93.34	3.19	0	0	1665.92	2031.47	1665.92	0.0002	26.8	98.4	100	100	90	17.71	49.8	16.6	0	1446.39	0	-0.009	3	444	299	68	83.56	13776.09
angular	True	6162	2.32	158642	51430	1	100	3.08	5087	104	1961.9	2321.04	1961.9	0.0001	4	97	100	100	90	30.3	114.6	38.2	0	1406.63	0	-0.004	13	764	424	88	631.62	27036.12
astro	True	1315	2.17	11475	3814	1	100	3.01	2284	109	1219.61	1511.21	1219.61	0.0001	0	100	100	100	90	21.63	69.8	23.27	0	1361.59	0	-0.002	4	546	372	73	159.38	18153.98
geajs	True	920	2.19	32881	9964	1	98.43	3.3	1019	105	1478.29	1692.23	1478.29	0.0001	2.6	99	100	100	90	17.7	69.8	23.27	0	1386.27	0	-0.012	13	713	452	91	678.96	24340.98
jquery	True	1111	2.26	100009	34722	1	99.5	2.88	1032	107	1824.39	2008.58	1824.39	0.1459	0.3	92.2	100	99.2	90	21.34	89.5	11.06	0	1376.27	0	-0.007	3	481	287	45	87.4	18604.14
lit	True	704	2.21	59808	15719	1	98.81	3.8	1022	105	1550.35	1855.73	1550.35	0.055	2.8	99	96	100	90	20.38	69.8	23.27	0	1381.52	0	0.001	8	1300	955	84	247.45	45970.31
lume-js	True	0	0	16495	5574	4	95.37	2.96	0	0	1214.18	1725.57	1214.18	0.0002	0	99.8	100	100	100	21.23	79.7	26.57	0	1364.51	0	-0.002	4	321	234	67	154.88	17543.75
octane	True	2012	2.3	148231	46596	1	100	3.18	1020	105	1974.25	2266.88	1974.25	0.0002	0	97	100	100	90	21.65	89.5	29.83	0	1386.45	0	-0.004	12	741	421	89	579.82	24098.68
preact	True	732	2.18	27622	10088	1	100	2.74	1022	105	1360	1634.99	1360	0.0001	0	99.6	100	100	90	19.73	134.2	23.2	0	1375.67	0	-0.004	12	776	461	101	585.8	25344.18
qwik	True	1165	2.25	91158	34628	13	100	2.63	1029	106	1432.31	2126.65	1432.31	0.8183	0	79	96	100	90	21.45	64.7	21.57	0	1377.05	0	-0.004	16	754	415	83	861.8	26425.59
react	True	1218	2.31	158538	50256	1	100	3.15	1022	105	1940.98	2245.47	1940.98	0.0001	2	97.2	100	100	90	21.56	104.4	34.8	0	1382.36	0	-0.006	13	762	438	90	634.69	24213.69
solid	True	1082	2.18	26458	9243	1	100	2.86	1022	105	1394.57	1550.36	1394.57	0.0001	0	99	100	100	90	17.37	74.7	13.28	0	1363.96	0	-0.003	12	786	458	98	581.44	26202.05
svelte	True	2792	2.27	117670	38609	11	68.6	3.05	1662	120	1668.54	2086.88	1668.54	0	0	98.2	100	96	90	21.81	124.5	41.5	0	1365.51	0	0	12	797	405	101	690.76	16137.4
vanilla	True	0	0	20806	5480	3	100	3.8	0	0	1279.46	1537.28	1279.46	0.146	0	94	100	96	90	17.6	59.8	19.93	0	1365.96	0	-0.006	3	560	426	74	71.69	20768.9
vanjs	True	623	2.17	17211	5999	1	96.97	2.87	1023	105	1220.08	1426.97	1220.08	0.0001	0	100	100	100	90	17.29	54.8	18.27	0	1397.3	0	0.004	3	743	388	76	74.17	22895.14
vue	True	1257	2.23	76585	29349	1	100	2.61	1022	104	1630.75	1859.12	1630.75	0.0001	0	99	100	100	90	21.25	24.9	8.3	0	1409.25	0	-0.002	11	677	217	57	686.46	10853.47
